Matchup,Market,Game Time,Line,Bets %,Money %,Diff,Num Bets,Fetched
Chargers @ Jaguars,Total,"Sun 11/16, 6:00 PM",o43.5 (-110) | u43.5 (-105),46% | 54%,39% | 61%,+7%,"11,299",2025-11-14 03:15
Seahawks @ Rams,Total,"Sun 11/16, 9:05 PM",o48.5 (-110) | u48.5 (-105),41% | 59%,56% | 44%,+15%,"14,292",2025-11-14 03:15
49ers @ Cardinals,Total,"Sun 11/16, 9:05 PM",o48 (-110) | u48.5 (-110),36% | 64%,50% | 50%,+14%,"10,092",2025-11-14 03:15
Ravens @ Browns,Total,"Sun 11/16, 9:25 PM",o39 (-109) | u39.5 (-110),56% | 44%,57% | 43%,+1%,"16,751",2025-11-14 03:15
Chiefs @ Broncos,Total,"Sun 11/16, 9:25 PM",o44.5 (-105) | u45 (-110),49% | 51%,48% | 52%,+1%,"18,266",2025-11-14 03:15
Lions @ Eagles,Total,"Mon 11/17, 1:20 AM",o46.5 (-110) | u46.5 (-105),57% | 43%,53% | 47%,+4%,"14,792",2025-11-14 03:15
Cowboys @ Raiders,Total,"Tue 11/18, 1:15 AM",o49.5 (-115) | u50.5 (-110),52% | 48%,75% | 25%,+23%,"7,366",2025-11-14 03:15
Jets @ Patriots,Total,3RD 3:24,o42.5 (-109) | u43.5 (-115),57% | 43%,51% | 49%,+6%,"188,705",2025-11-14 03:15
Packers @ Giants,Moneyline,"Sun 11/16, 6:00 PM",-350 | +320,91% | 9%,91% | 9%,,"12,864",2025-11-14 03:15
Commanders @ Dolphins,Moneyline,"Sun 11/16, 2:30 PM",+130 | -142,39% | 61%,11% | 89%,+28%,"13,298",2025-11-14 03:15
Bengals @ Steelers,Moneyline,"Sun 11/16, 6:00 PM",+205 | -235,17% | 83%,29% | 71%,+12%,"15,282",2025-11-14 03:15
Panthers @ Falcons,Moneyline,"Sun 11/16, 6:00 PM",+165 | -190,23% | 77%,14% | 86%,+9%,"13,843",2025-11-14 03:15
Texans @ Titans,Moneyline,"Sun 11/16, 6:00 PM",-275 | +230,93% | 7%,87% | 13%,+6%,"9,976",2025-11-14 03:15
Bears @ Vikings,Moneyline,"Sun 11/16, 6:00 PM",+130 | -150,33% | 67%,42% | 58%,+9%,"16,367",2025-11-14 03:15
Buccaneers @ Bills,Moneyline,"Sun 11/16, 6:00 PM",+220 | -245,17% | 83%,11% | 89%,+6%,"11,677",2025-11-14 03:15
Chargers @ Jaguars,Moneyline,"Sun 11/16, 6:00 PM",-150 | +132,87% | 13%,93% | 7%,+6%,"11,329",2025-11-14 03:15
Seahawks @ Rams,Moneyline,"Sun 11/16, 9:05 PM",+160 | -164,41% | 59%,57% | 43%,+16%,"14,318",2025-11-14 03:15
49ers @ Cardinals,Moneyline,"Sun 11/16, 9:05 PM",-157 | +145,90% | 10%,61% | 39%,+29%,"10,117",2025-11-14 03:15
Ravens @ Browns,Moneyline,"Sun 11/16, 9:25 PM",-375 | +360,97% | 3%,95% | 5%,+2%,"16,766",2025-11-14 03:15
Chiefs @ Broncos,Moneyline,"Sun 11/16, 9:25 PM",-205 | +180,87% | 13%,94% | 6%,+7%,"18,271",2025-11-14 03:15
Lions @ Eagles,Moneyline,"Mon 11/17, 1:20 AM",+130 | -142,38% | 62%,98% | 2%,+60%,"14,828",2025-11-14 03:15
Cowboys @ Raiders,Moneyline,"Tue 11/18, 1:15 AM",-175 | +160,92% | 8%,96% | 4%,+4%,"7,371",2025-11-14 03:15
Jets @ Patriots,Moneyline,3RD 3:17,+625 | -770,10% | 90%,32% | 68%,+22%,"188,705",2025-11-14 03:15
