regression_factor,sos_weight,logit_scale,warps_mae,pyth_mae,warps_rmse,pyth_rmse,n,years,note
0.65,0.2,6.5,2.396963208993165,2.5316534131172905,2.877252055736614,3.1209420235103,351,2015-2025,default params (--no-grid run)
