pred_bucket,teams,avg_proj,avg_actual,avg_error,mae
"(4.832999999999999, 6.718]",139,6.115949443900341,6.359712230215828,-0.24376278631548612,2.345830312356361
"(6.718, 7.472]",138,7.089426506427779,6.992753623188406,0.09667288323937338,2.3736875982367334
"(7.472, 8.149]",138,7.797330818882217,8.068840579710145,-0.2715097608279273,2.466459328918823
"(8.149, 8.738]",138,8.414849826787295,8.072463768115941,0.3423860586713536,2.3875054829445883
"(8.738, 9.473]",138,9.096601367700451,9.115942028985508,-0.019340661285057282,2.468904889110819
"(9.473, 11.45]",139,10.057052169537872,9.96043165467626,0.0966205148616122,2.2165957244862438
