pred_bucket,teams,avg_projected_wins,avg_actual_wins,avg_error,mae
"(4.5, 6.616]",59,5.878994352762191,6.567796610169491,-0.6888022574073005,2.397925953414759
"(6.616, 7.494]",58,7.075158630238253,6.491379310344827,0.5837793198934246,2.501489458528455
"(7.494, 8.222]",59,7.872180368861925,8.483050847457626,-0.6108704785957022,2.320533158500485
"(8.222, 8.971]",58,8.588147278206723,8.318965517241379,0.2691817609653437,2.4313794208148893
"(8.971, 9.893]",58,9.430394060458214,9.491379310344827,-0.06098524988661383,2.307431850099784
"(9.893, 11.923]",59,10.515437633654004,10.008474576271187,0.5069630573828187,2.2355682856663983
