model,side,edge_threshold,price_edge_threshold,model_prob_threshold,min_agreement_count,bets,wins,pushes,losses,win_pct,units,roi_pct,seasons,profitable_seasons,profitable_season_pct,worst_season_units
WARPS v1.5d,OVER,1.0,0.1,0.6,2,10,2,0,8,20.0,-5.8,-58.0,3,0,0.0,-3.0
WARPS v1.5d,OVER,1.0,0.1,0.6,3,10,2,0,8,20.0,-5.8,-58.0,3,0,0.0,-3.0
WARPS v1.5d,OVER,1.0,0.1,0.6,4,10,2,0,8,20.0,-5.8,-58.0,3,0,0.0,-3.0
WARPS v1.5d,OVER,1.5,0.0,0.5,1,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.0,0.5,2,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.0,0.5,3,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.0,0.5,4,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.0,0.55,1,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.0,0.55,2,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.0,0.55,3,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.0,0.55,4,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.0,0.6,1,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.0,0.6,2,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.0,0.6,3,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.0,0.6,4,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.05,0.5,1,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.05,0.5,2,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.05,0.5,3,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.05,0.5,4,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.05,0.55,1,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.05,0.55,2,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.05,0.55,3,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.05,0.55,4,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.05,0.6,1,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.05,0.6,2,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.05,0.6,3,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.05,0.6,4,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.1,0.5,1,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.1,0.5,2,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.1,0.5,3,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.1,0.5,4,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.1,0.55,1,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.1,0.55,2,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.1,0.55,3,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.1,0.55,4,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.1,0.6,1,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.1,0.6,2,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.1,0.6,3,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,1.5,0.1,0.6,4,5,2,0,3,40.0,-0.8,-16.0,3,1,33.33,-1.0
WARPS v1.5d,OVER,2.0,0.0,0.5,1,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.0,0.5,2,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.0,0.5,3,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.0,0.5,4,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.0,0.55,1,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.0,0.55,2,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.0,0.55,3,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.0,0.55,4,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.0,0.6,1,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.0,0.6,2,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.0,0.6,3,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.0,0.6,4,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.05,0.5,1,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.05,0.5,2,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.05,0.5,3,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.05,0.5,4,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.05,0.55,1,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.05,0.55,2,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.05,0.55,3,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.05,0.55,4,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.05,0.6,1,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.05,0.6,2,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.05,0.6,3,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.05,0.6,4,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.1,0.5,1,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.1,0.5,2,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.1,0.5,3,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.1,0.5,4,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.1,0.55,1,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.1,0.55,2,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.1,0.55,3,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.1,0.55,4,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.1,0.6,1,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.1,0.6,2,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.1,0.6,3,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,OVER,2.0,0.1,0.6,4,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.5d,UNDER,0.5,0.0,0.5,1,35,18,1,16,52.94,-0.124,-0.37,3,2,66.67,-3.601
WARPS v1.5d,UNDER,0.5,0.0,0.5,2,35,18,1,16,52.94,-0.124,-0.37,3,2,66.67,-3.601
WARPS v1.5d,UNDER,0.5,0.0,0.5,3,35,18,1,16,52.94,-0.124,-0.37,3,2,66.67,-3.601
WARPS v1.5d,UNDER,0.5,0.0,0.5,4,35,18,1,16,52.94,-0.124,-0.37,3,2,66.67,-3.601
WARPS v1.5d,UNDER,0.5,0.0,0.55,1,35,18,1,16,52.94,-0.124,-0.37,3,2,66.67,-3.601
WARPS v1.5d,UNDER,0.5,0.0,0.55,2,35,18,1,16,52.94,-0.124,-0.37,3,2,66.67,-3.601
WARPS v1.5d,UNDER,0.5,0.0,0.55,3,35,18,1,16,52.94,-0.124,-0.37,3,2,66.67,-3.601
WARPS v1.5d,UNDER,0.5,0.0,0.55,4,35,18,1,16,52.94,-0.124,-0.37,3,2,66.67,-3.601
WARPS v1.5d,UNDER,0.5,0.0,0.6,1,28,14,1,13,51.85,-0.912,-3.38,3,2,66.67,-3.601
WARPS v1.5d,UNDER,0.5,0.0,0.6,2,28,14,1,13,51.85,-0.912,-3.38,3,2,66.67,-3.601
WARPS v1.5d,UNDER,0.5,0.0,0.6,3,28,14,1,13,51.85,-0.912,-3.38,3,2,66.67,-3.601
WARPS v1.5d,UNDER,0.5,0.0,0.6,4,28,14,1,13,51.85,-0.912,-3.38,3,2,66.67,-3.601
WARPS v1.5d,UNDER,0.5,0.05,0.5,1,31,15,1,15,50.0,-1.233,-4.11,3,2,66.67,-4.226
WARPS v1.5d,UNDER,0.5,0.05,0.5,2,31,15,1,15,50.0,-1.233,-4.11,3,2,66.67,-4.226
WARPS v1.5d,UNDER,0.5,0.05,0.5,3,31,15,1,15,50.0,-1.233,-4.11,3,2,66.67,-4.226
WARPS v1.5d,UNDER,0.5,0.05,0.5,4,31,15,1,15,50.0,-1.233,-4.11,3,2,66.67,-4.226
WARPS v1.5d,UNDER,0.5,0.05,0.55,1,31,15,1,15,50.0,-1.233,-4.11,3,2,66.67,-4.226
WARPS v1.5d,UNDER,0.5,0.05,0.55,2,31,15,1,15,50.0,-1.233,-4.11,3,2,66.67,-4.226
WARPS v1.5d,UNDER,0.5,0.05,0.55,3,31,15,1,15,50.0,-1.233,-4.11,3,2,66.67,-4.226
WARPS v1.5d,UNDER,0.5,0.05,0.55,4,31,15,1,15,50.0,-1.233,-4.11,3,2,66.67,-4.226
WARPS v1.5d,UNDER,0.5,0.05,0.6,1,26,12,1,13,48.0,-2.251,-9.0,3,1,33.33,-4.226
WARPS v1.5d,UNDER,0.5,0.05,0.6,2,26,12,1,13,48.0,-2.251,-9.0,3,1,33.33,-4.226
WARPS v1.5d,UNDER,0.5,0.05,0.6,3,26,12,1,13,48.0,-2.251,-9.0,3,1,33.33,-4.226
WARPS v1.5d,UNDER,0.5,0.05,0.6,4,26,12,1,13,48.0,-2.251,-9.0,3,1,33.33,-4.226
WARPS v1.5d,UNDER,0.5,0.1,0.5,1,25,11,1,13,45.83,-2.384,-9.93,3,2,66.67,-4.226
WARPS v1.5d,UNDER,0.5,0.1,0.5,2,25,11,1,13,45.83,-2.384,-9.93,3,2,66.67,-4.226
WARPS v1.5d,UNDER,0.5,0.1,0.5,3,25,11,1,13,45.83,-2.384,-9.93,3,2,66.67,-4.226
WARPS v1.5d,UNDER,0.5,0.1,0.5,4,25,11,1,13,45.83,-2.384,-9.93,3,2,66.67,-4.226
WARPS v1.5d,UNDER,0.5,0.1,0.55,1,25,11,1,13,45.83,-2.384,-9.93,3,2,66.67,-4.226
WARPS v1.5d,UNDER,0.5,0.1,0.55,2,25,11,1,13,45.83,-2.384,-9.93,3,2,66.67,-4.226
WARPS v1.5d,UNDER,0.5,0.1,0.55,3,25,11,1,13,45.83,-2.384,-9.93,3,2,66.67,-4.226
WARPS v1.5d,UNDER,0.5,0.1,0.55,4,25,11,1,13,45.83,-2.384,-9.93,3,2,66.67,-4.226
WARPS v1.5d,UNDER,0.5,0.1,0.6,1,22,10,1,11,47.62,-1.584,-7.54,3,2,66.67,-4.226
WARPS v1.5d,UNDER,0.5,0.1,0.6,2,22,10,1,11,47.62,-1.584,-7.54,3,2,66.67,-4.226
WARPS v1.5d,UNDER,0.5,0.1,0.6,3,22,10,1,11,47.62,-1.584,-7.54,3,2,66.67,-4.226
WARPS v1.5d,UNDER,0.5,0.1,0.6,4,22,10,1,11,47.62,-1.584,-7.54,3,2,66.67,-4.226
WARPS v1.5d,UNDER,1.0,0.0,0.5,1,19,9,1,9,50.0,-1.022,-5.68,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.0,0.5,2,19,9,1,9,50.0,-1.022,-5.68,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.0,0.5,3,19,9,1,9,50.0,-1.022,-5.68,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.0,0.5,4,19,9,1,9,50.0,-1.022,-5.68,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.0,0.55,1,19,9,1,9,50.0,-1.022,-5.68,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.0,0.55,2,19,9,1,9,50.0,-1.022,-5.68,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.0,0.55,3,19,9,1,9,50.0,-1.022,-5.68,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.0,0.55,4,19,9,1,9,50.0,-1.022,-5.68,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.0,0.6,1,19,9,1,9,50.0,-1.022,-5.68,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.0,0.6,2,19,9,1,9,50.0,-1.022,-5.68,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.0,0.6,3,19,9,1,9,50.0,-1.022,-5.68,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.0,0.6,4,19,9,1,9,50.0,-1.022,-5.68,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.05,0.5,1,19,9,1,9,50.0,-1.022,-5.68,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.05,0.5,2,19,9,1,9,50.0,-1.022,-5.68,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.05,0.5,3,19,9,1,9,50.0,-1.022,-5.68,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.05,0.5,4,19,9,1,9,50.0,-1.022,-5.68,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.05,0.55,1,19,9,1,9,50.0,-1.022,-5.68,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.05,0.55,2,19,9,1,9,50.0,-1.022,-5.68,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.05,0.55,3,19,9,1,9,50.0,-1.022,-5.68,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.05,0.55,4,19,9,1,9,50.0,-1.022,-5.68,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.05,0.6,1,19,9,1,9,50.0,-1.022,-5.68,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.05,0.6,2,19,9,1,9,50.0,-1.022,-5.68,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.05,0.6,3,19,9,1,9,50.0,-1.022,-5.68,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.05,0.6,4,19,9,1,9,50.0,-1.022,-5.68,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.1,0.5,1,16,7,1,8,46.67,-1.355,-9.03,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.1,0.5,2,16,7,1,8,46.67,-1.355,-9.03,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.1,0.5,3,16,7,1,8,46.67,-1.355,-9.03,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.1,0.5,4,16,7,1,8,46.67,-1.355,-9.03,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.1,0.55,1,16,7,1,8,46.67,-1.355,-9.03,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.1,0.55,2,16,7,1,8,46.67,-1.355,-9.03,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.1,0.55,3,16,7,1,8,46.67,-1.355,-9.03,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.1,0.55,4,16,7,1,8,46.67,-1.355,-9.03,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.1,0.6,1,16,7,1,8,46.67,-1.355,-9.03,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.1,0.6,2,16,7,1,8,46.67,-1.355,-9.03,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.1,0.6,3,16,7,1,8,46.67,-1.355,-9.03,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.0,0.1,0.6,4,16,7,1,8,46.67,-1.355,-9.03,3,1,33.33,-2.178
WARPS v1.5d,UNDER,1.5,0.0,0.5,1,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.0,0.5,2,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.0,0.5,3,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.0,0.5,4,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.0,0.55,1,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.0,0.55,2,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.0,0.55,3,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.0,0.55,4,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.0,0.6,1,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.0,0.6,2,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.0,0.6,3,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.0,0.6,4,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.05,0.5,1,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.05,0.5,2,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.05,0.5,3,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.05,0.5,4,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.05,0.55,1,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.05,0.55,2,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.05,0.55,3,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.05,0.55,4,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.05,0.6,1,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.05,0.6,2,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.05,0.6,3,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.05,0.6,4,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.1,0.5,1,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.1,0.5,2,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.1,0.5,3,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.1,0.5,4,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.1,0.55,1,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.1,0.55,2,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.1,0.55,3,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.1,0.55,4,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.1,0.6,1,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.1,0.6,2,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.1,0.6,3,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,1.5,0.1,0.6,4,6,3,0,3,50.0,-0.01,-0.17,3,2,66.67,-2.0
WARPS v1.5d,UNDER,2.0,0.0,0.5,1,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.0,0.5,2,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.0,0.5,3,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.0,0.5,4,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.0,0.55,1,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.0,0.55,2,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.0,0.55,3,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.0,0.55,4,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.0,0.6,1,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.0,0.6,2,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.0,0.6,3,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.0,0.6,4,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.05,0.5,1,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.05,0.5,2,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.05,0.5,3,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.05,0.5,4,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.05,0.55,1,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.05,0.55,2,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.05,0.55,3,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.05,0.55,4,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.05,0.6,1,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.05,0.6,2,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.05,0.6,3,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.05,0.6,4,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.1,0.5,1,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.1,0.5,2,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.1,0.5,3,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.1,0.5,4,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.1,0.55,1,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.1,0.55,2,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.1,0.55,3,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.1,0.55,4,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.1,0.6,1,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.1,0.6,2,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.1,0.6,3,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
WARPS v1.5d,UNDER,2.0,0.1,0.6,4,3,1,0,2,33.33,-1.0,-33.33,3,1,33.33,-1.0
