model,side,edge_threshold,price_edge_threshold,model_prob_threshold,min_agreement_count,bets,wins,pushes,losses,win_pct,units,roi_pct,seasons,profitable_seasons,profitable_season_pct,worst_season_units
WARPS v1.6,ALL,0.5,0.0,0.5,1,61,24,0,37,39.34,-13.538,-22.19,3,1,33.33,-11.523
WARPS v1.6,ALL,0.5,0.0,0.5,2,61,24,0,37,39.34,-13.538,-22.19,3,1,33.33,-11.523
WARPS v1.6,ALL,0.5,0.0,0.5,3,61,24,0,37,39.34,-13.538,-22.19,3,1,33.33,-11.523
WARPS v1.6,ALL,0.5,0.0,0.5,4,61,24,0,37,39.34,-13.538,-22.19,3,1,33.33,-11.523
WARPS v1.6,ALL,0.5,0.0,0.55,1,61,24,0,37,39.34,-13.538,-22.19,3,1,33.33,-11.523
WARPS v1.6,ALL,0.5,0.0,0.55,2,61,24,0,37,39.34,-13.538,-22.19,3,1,33.33,-11.523
WARPS v1.6,ALL,0.5,0.0,0.55,3,61,24,0,37,39.34,-13.538,-22.19,3,1,33.33,-11.523
WARPS v1.6,ALL,0.5,0.0,0.55,4,61,24,0,37,39.34,-13.538,-22.19,3,1,33.33,-11.523
WARPS v1.6,ALL,0.5,0.0,0.6,1,54,22,0,32,40.74,-10.558,-19.55,3,1,33.33,-9.523
WARPS v1.6,ALL,0.5,0.0,0.6,2,54,22,0,32,40.74,-10.558,-19.55,3,1,33.33,-9.523
WARPS v1.6,ALL,0.5,0.0,0.6,3,54,22,0,32,40.74,-10.558,-19.55,3,1,33.33,-9.523
WARPS v1.6,ALL,0.5,0.0,0.6,4,54,22,0,32,40.74,-10.558,-19.55,3,1,33.33,-9.523
WARPS v1.6,ALL,0.5,0.05,0.5,1,56,22,0,34,39.29,-11.878,-21.21,3,1,33.33,-12.148
WARPS v1.6,ALL,0.5,0.05,0.5,2,56,22,0,34,39.29,-11.878,-21.21,3,1,33.33,-12.148
WARPS v1.6,ALL,0.5,0.05,0.5,3,56,22,0,34,39.29,-11.878,-21.21,3,1,33.33,-12.148
WARPS v1.6,ALL,0.5,0.05,0.5,4,56,22,0,34,39.29,-11.878,-21.21,3,1,33.33,-12.148
WARPS v1.6,ALL,0.5,0.05,0.55,1,56,22,0,34,39.29,-11.878,-21.21,3,1,33.33,-12.148
WARPS v1.6,ALL,0.5,0.05,0.55,2,56,22,0,34,39.29,-11.878,-21.21,3,1,33.33,-12.148
WARPS v1.6,ALL,0.5,0.05,0.55,3,56,22,0,34,39.29,-11.878,-21.21,3,1,33.33,-12.148
WARPS v1.6,ALL,0.5,0.05,0.55,4,56,22,0,34,39.29,-11.878,-21.21,3,1,33.33,-12.148
WARPS v1.6,ALL,0.5,0.05,0.6,1,50,20,0,30,40.0,-9.897,-19.79,3,1,33.33,-10.148
WARPS v1.6,ALL,0.5,0.05,0.6,2,50,20,0,30,40.0,-9.897,-19.79,3,1,33.33,-10.148
WARPS v1.6,ALL,0.5,0.05,0.6,3,50,20,0,30,40.0,-9.897,-19.79,3,1,33.33,-10.148
WARPS v1.6,ALL,0.5,0.05,0.6,4,50,20,0,30,40.0,-9.897,-19.79,3,1,33.33,-10.148
WARPS v1.6,ALL,0.5,0.1,0.5,1,51,19,0,32,37.25,-12.237,-23.99,3,1,33.33,-11.948
WARPS v1.6,ALL,0.5,0.1,0.5,2,51,19,0,32,37.25,-12.237,-23.99,3,1,33.33,-11.948
WARPS v1.6,ALL,0.5,0.1,0.5,3,51,19,0,32,37.25,-12.237,-23.99,3,1,33.33,-11.948
WARPS v1.6,ALL,0.5,0.1,0.5,4,51,19,0,32,37.25,-12.237,-23.99,3,1,33.33,-11.948
WARPS v1.6,ALL,0.5,0.1,0.55,1,51,19,0,32,37.25,-12.237,-23.99,3,1,33.33,-11.948
WARPS v1.6,ALL,0.5,0.1,0.55,2,51,19,0,32,37.25,-12.237,-23.99,3,1,33.33,-11.948
WARPS v1.6,ALL,0.5,0.1,0.55,3,51,19,0,32,37.25,-12.237,-23.99,3,1,33.33,-11.948
WARPS v1.6,ALL,0.5,0.1,0.55,4,51,19,0,32,37.25,-12.237,-23.99,3,1,33.33,-11.948
WARPS v1.6,ALL,0.5,0.1,0.6,1,47,18,0,29,38.3,-10.387,-22.1,3,1,33.33,-10.948
WARPS v1.6,ALL,0.5,0.1,0.6,2,47,18,0,29,38.3,-10.387,-22.1,3,1,33.33,-10.948
WARPS v1.6,ALL,0.5,0.1,0.6,3,47,18,0,29,38.3,-10.387,-22.1,3,1,33.33,-10.948
WARPS v1.6,ALL,0.5,0.1,0.6,4,47,18,0,29,38.3,-10.387,-22.1,3,1,33.33,-10.948
WARPS v1.6,ALL,1.0,0.0,0.5,1,33,11,0,22,33.33,-11.268,-34.15,3,1,33.33,-9.0
WARPS v1.6,ALL,1.0,0.0,0.5,2,33,11,0,22,33.33,-11.268,-34.15,3,1,33.33,-9.0
WARPS v1.6,ALL,1.0,0.0,0.5,3,33,11,0,22,33.33,-11.268,-34.15,3,1,33.33,-9.0
WARPS v1.6,ALL,1.0,0.0,0.5,4,33,11,0,22,33.33,-11.268,-34.15,3,1,33.33,-9.0
WARPS v1.6,ALL,1.0,0.0,0.55,1,33,11,0,22,33.33,-11.268,-34.15,3,1,33.33,-9.0
WARPS v1.6,ALL,1.0,0.0,0.55,2,33,11,0,22,33.33,-11.268,-34.15,3,1,33.33,-9.0
WARPS v1.6,ALL,1.0,0.0,0.55,3,33,11,0,22,33.33,-11.268,-34.15,3,1,33.33,-9.0
WARPS v1.6,ALL,1.0,0.0,0.55,4,33,11,0,22,33.33,-11.268,-34.15,3,1,33.33,-9.0
WARPS v1.6,ALL,1.0,0.0,0.6,1,33,11,0,22,33.33,-11.268,-34.15,3,1,33.33,-9.0
WARPS v1.6,ALL,1.0,0.0,0.6,2,33,11,0,22,33.33,-11.268,-34.15,3,1,33.33,-9.0
WARPS v1.6,ALL,1.0,0.0,0.6,3,33,11,0,22,33.33,-11.268,-34.15,3,1,33.33,-9.0
WARPS v1.6,ALL,1.0,0.0,0.6,4,33,11,0,22,33.33,-11.268,-34.15,3,1,33.33,-9.0
WARPS v1.6,ALL,1.0,0.05,0.5,1,32,11,0,21,34.38,-10.268,-32.09,3,1,33.33,-9.0
WARPS v1.6,ALL,1.0,0.05,0.5,2,32,11,0,21,34.38,-10.268,-32.09,3,1,33.33,-9.0
WARPS v1.6,ALL,1.0,0.05,0.5,3,32,11,0,21,34.38,-10.268,-32.09,3,1,33.33,-9.0
WARPS v1.6,ALL,1.0,0.05,0.5,4,32,11,0,21,34.38,-10.268,-32.09,3,1,33.33,-9.0
WARPS v1.6,ALL,1.0,0.05,0.55,1,32,11,0,21,34.38,-10.268,-32.09,3,1,33.33,-9.0
WARPS v1.6,ALL,1.0,0.05,0.55,2,32,11,0,21,34.38,-10.268,-32.09,3,1,33.33,-9.0
WARPS v1.6,ALL,1.0,0.05,0.55,3,32,11,0,21,34.38,-10.268,-32.09,3,1,33.33,-9.0
WARPS v1.6,ALL,1.0,0.05,0.55,4,32,11,0,21,34.38,-10.268,-32.09,3,1,33.33,-9.0
WARPS v1.6,ALL,1.0,0.05,0.6,1,32,11,0,21,34.38,-10.268,-32.09,3,1,33.33,-9.0
WARPS v1.6,ALL,1.0,0.05,0.6,2,32,11,0,21,34.38,-10.268,-32.09,3,1,33.33,-9.0
WARPS v1.6,ALL,1.0,0.05,0.6,3,32,11,0,21,34.38,-10.268,-32.09,3,1,33.33,-9.0
WARPS v1.6,ALL,1.0,0.05,0.6,4,32,11,0,21,34.38,-10.268,-32.09,3,1,33.33,-9.0
WARPS v1.6,ALL,1.0,0.1,0.5,1,31,10,0,21,32.26,-10.958,-35.35,3,0,0.0,-9.0
WARPS v1.6,ALL,1.0,0.1,0.5,2,31,10,0,21,32.26,-10.958,-35.35,3,0,0.0,-9.0
WARPS v1.6,ALL,1.0,0.1,0.5,3,31,10,0,21,32.26,-10.958,-35.35,3,0,0.0,-9.0
WARPS v1.6,ALL,1.0,0.1,0.5,4,31,10,0,21,32.26,-10.958,-35.35,3,0,0.0,-9.0
WARPS v1.6,ALL,1.0,0.1,0.55,1,31,10,0,21,32.26,-10.958,-35.35,3,0,0.0,-9.0
WARPS v1.6,ALL,1.0,0.1,0.55,2,31,10,0,21,32.26,-10.958,-35.35,3,0,0.0,-9.0
WARPS v1.6,ALL,1.0,0.1,0.55,3,31,10,0,21,32.26,-10.958,-35.35,3,0,0.0,-9.0
WARPS v1.6,ALL,1.0,0.1,0.55,4,31,10,0,21,32.26,-10.958,-35.35,3,0,0.0,-9.0
WARPS v1.6,ALL,1.0,0.1,0.6,1,31,10,0,21,32.26,-10.958,-35.35,3,0,0.0,-9.0
WARPS v1.6,ALL,1.0,0.1,0.6,2,31,10,0,21,32.26,-10.958,-35.35,3,0,0.0,-9.0
WARPS v1.6,ALL,1.0,0.1,0.6,3,31,10,0,21,32.26,-10.958,-35.35,3,0,0.0,-9.0
WARPS v1.6,ALL,1.0,0.1,0.6,4,31,10,0,21,32.26,-10.958,-35.35,3,0,0.0,-9.0
WARPS v1.6,ALL,1.5,0.0,0.5,1,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.0,0.5,2,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.0,0.5,3,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.0,0.5,4,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.0,0.55,1,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.0,0.55,2,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.0,0.55,3,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.0,0.55,4,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.0,0.6,1,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.0,0.6,2,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.0,0.6,3,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.0,0.6,4,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.05,0.5,1,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.05,0.5,2,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.05,0.5,3,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.05,0.5,4,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.05,0.55,1,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.05,0.55,2,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.05,0.55,3,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.05,0.55,4,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.05,0.6,1,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.05,0.6,2,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.05,0.6,3,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.05,0.6,4,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.1,0.5,1,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.1,0.5,2,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.1,0.5,3,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.1,0.5,4,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.1,0.55,1,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.1,0.55,2,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.1,0.55,3,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.1,0.55,4,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.1,0.6,1,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.1,0.6,2,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.1,0.6,3,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,1.5,0.1,0.6,4,12,6,0,6,50.0,0.409,3.41,3,2,66.67,-3.0
WARPS v1.6,ALL,2.0,0.0,0.5,1,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.0,0.5,2,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.0,0.5,3,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.0,0.5,4,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.0,0.55,1,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.0,0.55,2,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.0,0.55,3,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.0,0.55,4,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.0,0.6,1,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.0,0.6,2,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.0,0.6,3,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.0,0.6,4,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.05,0.5,1,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.05,0.5,2,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.05,0.5,3,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.05,0.5,4,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.05,0.55,1,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.05,0.55,2,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.05,0.55,3,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.05,0.55,4,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.05,0.6,1,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.05,0.6,2,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.05,0.6,3,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.05,0.6,4,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.1,0.5,1,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.1,0.5,2,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.1,0.5,3,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.1,0.5,4,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.1,0.55,1,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.1,0.55,2,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.1,0.55,3,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.1,0.55,4,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.1,0.6,1,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.1,0.6,2,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.1,0.6,3,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,ALL,2.0,0.1,0.6,4,2,1,0,1,50.0,0.0,0.0,2,1,50.0,-1.0
WARPS v1.6,OVER,0.5,0.0,0.5,1,24,8,0,16,33.33,-8.047,-33.53,3,0,0.0,-4.2
WARPS v1.6,OVER,0.5,0.0,0.5,2,24,8,0,16,33.33,-8.047,-33.53,3,0,0.0,-4.2
WARPS v1.6,OVER,0.5,0.0,0.5,3,24,8,0,16,33.33,-8.047,-33.53,3,0,0.0,-4.2
WARPS v1.6,OVER,0.5,0.0,0.5,4,24,8,0,16,33.33,-8.047,-33.53,3,0,0.0,-4.2
WARPS v1.6,OVER,0.5,0.0,0.55,1,24,8,0,16,33.33,-8.047,-33.53,3,0,0.0,-4.2
WARPS v1.6,OVER,0.5,0.0,0.55,2,24,8,0,16,33.33,-8.047,-33.53,3,0,0.0,-4.2
WARPS v1.6,OVER,0.5,0.0,0.55,3,24,8,0,16,33.33,-8.047,-33.53,3,0,0.0,-4.2
WARPS v1.6,OVER,0.5,0.0,0.55,4,24,8,0,16,33.33,-8.047,-33.53,3,0,0.0,-4.2
WARPS v1.6,OVER,0.5,0.0,0.6,1,17,6,0,11,35.29,-5.067,-29.8,3,1,33.33,-2.9
WARPS v1.6,OVER,0.5,0.0,0.6,2,17,6,0,11,35.29,-5.067,-29.8,3,1,33.33,-2.9
WARPS v1.6,OVER,0.5,0.0,0.6,3,17,6,0,11,35.29,-5.067,-29.8,3,1,33.33,-2.9
WARPS v1.6,OVER,0.5,0.0,0.6,4,17,6,0,11,35.29,-5.067,-29.8,3,1,33.33,-2.9
WARPS v1.6,OVER,0.5,0.05,0.5,1,22,8,0,14,36.36,-6.047,-27.49,3,1,33.33,-4.2
WARPS v1.6,OVER,0.5,0.05,0.5,2,22,8,0,14,36.36,-6.047,-27.49,3,1,33.33,-4.2
WARPS v1.6,OVER,0.5,0.05,0.5,3,22,8,0,14,36.36,-6.047,-27.49,3,1,33.33,-4.2
WARPS v1.6,OVER,0.5,0.05,0.5,4,22,8,0,14,36.36,-6.047,-27.49,3,1,33.33,-4.2
WARPS v1.6,OVER,0.5,0.05,0.55,1,22,8,0,14,36.36,-6.047,-27.49,3,1,33.33,-4.2
WARPS v1.6,OVER,0.5,0.05,0.55,2,22,8,0,14,36.36,-6.047,-27.49,3,1,33.33,-4.2
WARPS v1.6,OVER,0.5,0.05,0.55,3,22,8,0,14,36.36,-6.047,-27.49,3,1,33.33,-4.2
WARPS v1.6,OVER,0.5,0.05,0.55,4,22,8,0,14,36.36,-6.047,-27.49,3,1,33.33,-4.2
WARPS v1.6,OVER,0.5,0.05,0.6,1,16,6,0,10,37.5,-4.067,-25.42,3,1,33.33,-2.2
WARPS v1.6,OVER,0.5,0.05,0.6,2,16,6,0,10,37.5,-4.067,-25.42,3,1,33.33,-2.2
WARPS v1.6,OVER,0.5,0.05,0.6,3,16,6,0,10,37.5,-4.067,-25.42,3,1,33.33,-2.2
WARPS v1.6,OVER,0.5,0.05,0.6,4,16,6,0,10,37.5,-4.067,-25.42,3,1,33.33,-2.2
WARPS v1.6,OVER,0.5,0.1,0.5,1,19,6,0,13,31.58,-6.717,-35.35,3,1,33.33,-4.0
WARPS v1.6,OVER,0.5,0.1,0.5,2,19,6,0,13,31.58,-6.717,-35.35,3,1,33.33,-4.0
WARPS v1.6,OVER,0.5,0.1,0.5,3,19,6,0,13,31.58,-6.717,-35.35,3,1,33.33,-4.0
WARPS v1.6,OVER,0.5,0.1,0.5,4,19,6,0,13,31.58,-6.717,-35.35,3,1,33.33,-4.0
WARPS v1.6,OVER,0.5,0.1,0.55,1,19,6,0,13,31.58,-6.717,-35.35,3,1,33.33,-4.0
WARPS v1.6,OVER,0.5,0.1,0.55,2,19,6,0,13,31.58,-6.717,-35.35,3,1,33.33,-4.0
WARPS v1.6,OVER,0.5,0.1,0.55,3,19,6,0,13,31.58,-6.717,-35.35,3,1,33.33,-4.0
WARPS v1.6,OVER,0.5,0.1,0.55,4,19,6,0,13,31.58,-6.717,-35.35,3,1,33.33,-4.0
WARPS v1.6,OVER,0.5,0.1,0.6,1,15,5,0,10,33.33,-4.867,-32.44,3,1,33.33,-3.0
WARPS v1.6,OVER,0.5,0.1,0.6,2,15,5,0,10,33.33,-4.867,-32.44,3,1,33.33,-3.0
WARPS v1.6,OVER,0.5,0.1,0.6,3,15,5,0,10,33.33,-4.867,-32.44,3,1,33.33,-3.0
WARPS v1.6,OVER,0.5,0.1,0.6,4,15,5,0,10,33.33,-4.867,-32.44,3,1,33.33,-3.0
WARPS v1.6,OVER,1.0,0.0,0.5,1,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.0,0.5,2,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.0,0.5,3,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.0,0.5,4,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.0,0.55,1,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.0,0.55,2,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.0,0.55,3,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.0,0.55,4,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.0,0.6,1,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.0,0.6,2,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.0,0.6,3,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.0,0.6,4,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.05,0.5,1,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.05,0.5,2,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.05,0.5,3,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.05,0.5,4,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.05,0.55,1,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.05,0.55,2,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.05,0.55,3,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.05,0.55,4,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.05,0.6,1,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.05,0.6,2,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.05,0.6,3,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.05,0.6,4,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.1,0.5,1,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.1,0.5,2,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.1,0.5,3,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.1,0.5,4,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.1,0.55,1,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.1,0.55,2,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.1,0.55,3,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.1,0.55,4,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.1,0.6,1,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.1,0.6,2,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.1,0.6,3,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.0,0.1,0.6,4,13,4,0,9,30.77,-4.867,-37.44,3,0,0.0,-2.0
WARPS v1.6,OVER,1.5,0.0,0.5,1,8,3,0,5,37.5,-1.7,-21.25,3,2,66.67,-2.0
WARPS v1.6,OVER,1.5,0.0,0.5,2,8,3,0,5,37.5,-1.7,-21.25,3,2,66.67,-2.0
WARPS v1.6,OVER,1.5,0.0,0.5,3,8,3,0,5,37.5,-1.7,-21.25,3,2,66.67,-2.0
WARPS v1.6,OVER,1.5,0.0,0.5,4,8,3,0,5,37.5,-1.7,-21.25,3,2,66.67,-2.0
WARPS v1.6,OVER,1.5,0.0,0.55,1,8,3,0,5,37.5,-1.7,-21.25,3,2,66.67,-2.0
WARPS v1.6,OVER,1.5,0.0,0.55,2,8,3,0,5,37.5,-1.7,-21.25,3,2,66.67,-2.0
WARPS v1.6,OVER,1.5,0.0,0.55,3,8,3,0,5,37.5,-1.7,-21.25,3,2,66.67,-2.0
WARPS v1.6,OVER,1.5,0.0,0.55,4,8,3,0,5,37.5,-1.7,-21.25,3,2,66.67,-2.0
WARPS v1.6,OVER,1.5,0.0,0.6,1,8,3,0,5,37.5,-1.7,-21.25,3,2,66.67,-2.0
WARPS v1.6,OVER,1.5,0.0,0.6,2,8,3,0,5,37.5,-1.7,-21.25,3,2,66.67,-2.0
