w_pyth_edge,w_pass_epa,w_point_diff,regression_factor,sos_weight,logit_scale,warps_mae,pyth_mae,pw_mae,warps_rmse,n,years
0.0,0.65,0.35,0.75,0.0,5.5,2.3841229632450034,2.5877737034133133,2.8815977175463625,2.8977526626456123,702,2000-2021
0.3,0.7,0.0,0.75,0.0,5.5,2.3866096598861413,2.5877737034133133,2.8815977175463625,2.9023610353488953,702,2000-2021
0.25,0.7,0.05,0.75,0.0,5.5,2.386813902121325,2.5877737034133133,2.8815977175463625,2.902320002878436,702,2000-2021
0.2,0.7,0.1,0.75,0.0,5.5,2.3870588477723036,2.5877737034133133,2.8815977175463625,2.902303427584342,702,2000-2021
0.15,0.7,0.15,0.75,0.0,5.5,2.38730265562102,2.5877737034133133,2.8815977175463625,2.902311266079872,702,2000-2021
0.1,0.7,0.2,0.75,0.0,5.5,2.387557708487813,2.5877737034133133,2.8815977175463625,2.9023434731815048,702,2000-2021
0.05,0.7,0.25,0.75,0.0,5.5,2.3878159461603907,2.5877737034133133,2.8815977175463625,2.902400001930508,702,2000-2021
0.0,0.7,0.3,0.75,0.0,5.5,2.3880730015411644,2.5877737034133133,2.8815977175463625,2.9024808036147594,702,2000-2021
0.25,0.75,0.0,0.75,0.0,5.5,2.3912098667955717,2.5877737034133133,2.8815977175463625,2.9074179349146356,702,2000-2021
0.2,0.75,0.05,0.75,0.0,5.5,2.3914543523794265,2.5877737034133133,2.8815977175463625,2.9074000588758624,702,2000-2021
0.15,0.75,0.1,0.75,0.0,5.5,2.3916976613768726,2.5877737034133133,2.8815977175463625,2.90740653386998,702,2000-2021
0.1,0.75,0.15,0.75,0.0,5.5,2.3919397899087538,2.5877737034133133,2.8815977175463625,2.907437314827054,702,2000-2021
0.05,0.75,0.2,0.75,0.0,5.5,2.3921807342080976,2.5877737034133133,2.8815977175463625,2.9074923549095106,702,2000-2021
0.0,0.75,0.25,0.75,0.0,5.5,2.392420490619743,2.5877737034133133,2.8815977175463625,2.907571605533897,702,2000-2021
0.2,0.8,0.0,0.75,0.0,5.5,2.396038537990102,2.5877737034133133,2.8815977175463625,2.912855260859019,702,2000-2021
0.15,0.8,0.05,0.75,0.0,5.5,2.3962801874602064,2.5877737034133133,2.8815977175463625,2.912860381630322,702,2000-2021
0.1,0.8,0.1,0.75,0.0,5.5,2.3965206299074064,2.5877737034133133,2.8815977175463625,2.912889738509495,702,2000-2021
0.05,0.8,0.15,0.75,0.0,5.5,2.3967598616140466,2.5877737034133133,2.8815977175463625,2.912943284797165,702,2000-2021
0.0,0.8,0.2,0.75,0.0,5.5,2.397004857926874,2.5877737034133133,2.8815977175463625,2.9130209720563944,702,2000-2021
0.15,0.85,0.0,0.75,0.0,5.5,2.4009690174602896,2.5877737034133133,2.8815977175463625,2.918668324825769,702,2000-2021
0.1,0.85,0.05,0.75,0.0,5.5,2.401221998893656,2.5877737034133133,2.8815977175463625,2.918696260926319,702,2000-2021
0.05,0.85,0.1,0.75,0.0,5.5,2.4014737310967487,2.5877737034133133,2.8815977175463625,2.918748309647621,702,2000-2021
0.0,0.85,0.15,0.75,0.0,5.5,2.4017280808116124,2.5877737034133133,2.8815977175463625,2.918824422716733,702,2000-2021
0.1,0.9,0.0,0.75,0.0,5.5,2.4060366873427754,2.5877737034133133,2.8815977175463625,2.924852034046058,702,2000-2021
0.05,0.9,0.05,0.75,0.0,5.5,2.4063169519753673,2.5877737034133133,2.8815977175463625,2.9249025828982953,702,2000-2021
0.0,0.9,0.1,0.75,0.0,5.5,2.4066226218308535,2.5877737034133133,2.8815977175463625,2.924977112556546,702,2000-2021
0.05,0.95,0.0,0.75,0.0,5.5,2.411495621041884,2.5877737034133133,2.8815977175463625,2.9314009540268744,702,2000-2021
0.0,0.95,0.05,0.75,0.0,5.5,2.4117979670277263,2.5877737034133133,2.8815977175463625,2.931473892721008,702,2000-2021
0.0,1.0,0.0,0.75,0.0,5.5,2.4171261397909634,2.5877737034133133,2.8815977175463625,2.93830925379967,702,2000-2021
