w_pass_epa,w_rush_epa,w_success,w_explosive,w_point_diff,w_pyth_edge,w_turnover,config_name,regression_factor,sos_weight,logit_scale,warps_mae,pyth_mae,prior_wins_mae,warps_rmse,pyth_rmse,prior_wins_rmse,n,years
0.2676442368500394,0.010021628881162854,0.1592683368994804,0.025137527680842348,0.23658158753270928,0.20707918415094306,0.09426749800482263,random_0305,0.65,0.0,6.5,2.314484650362148,2.4003287119947974,2.72972972972973,2.774445238726853,2.9640929337936237,3.4242116209757283,223,2015-2021
0.0838052642818839,0.022910804577932483,0.3682378182657516,0.23978154775634708,0.13976472667769307,0.07842647625294884,0.06707336218744289,random_0293,0.65,0.0,6.5,2.3145422834886333,2.4003287119947974,2.72972972972973,2.77459508763895,2.9640929337936237,3.4242116209757283,223,2015-2021
0.1893088584357309,0.20202857327108412,0.21588557751078866,0.058923516536328664,0.26621759823565766,0.0203798819319406,0.04725599407846941,random_0444,0.65,0.0,6.5,2.3145848533542925,2.4003287119947974,2.72972972972973,2.777087920977457,2.9640929337936237,3.4242116209757283,223,2015-2021
0.3316889739866276,0.0788120515242525,0.2682487138748375,0.09145868684515782,0.07482755281898551,0.09824147081805598,0.056722550132083084,random_0105,0.65,0.0,6.5,2.3146369609686372,2.4003287119947974,2.72972972972973,2.7744826667630567,2.9640929337936237,3.4242116209757283,223,2015-2021
0.11055223680835098,0.018140017675800958,0.18455129028032374,0.01764977642953192,0.4062132533312951,0.06711233557698891,0.19578108989770832,random_0229,0.65,0.0,6.5,2.3147463016557412,2.4003287119947974,2.72972972972973,2.7730619570200967,2.9640929337936237,3.4242116209757283,223,2015-2021
0.17693413859205165,0.013227987508695698,0.16734558237198244,0.0911061199165848,0.3854071112559381,0.04890989850924454,0.1170691618455027,random_0168,0.65,0.0,6.5,2.31484657764479,2.4003287119947974,2.72972972972973,2.7752283839293344,2.9640929337936237,3.4242116209757283,223,2015-2021
0.2830892287436511,0.06564806496401739,0.1468285549140192,0.01175761721576361,0.1884872181732399,0.22871044913715896,0.07547886685214987,random_0352,0.65,0.0,6.5,2.3150126320795414,2.4003287119947974,2.72972972972973,2.7746530171372656,2.9640929337936237,3.4242116209757283,223,2015-2021
0.12914547396995643,0.2744776193808394,0.37726322682185326,0.06376976651567416,0.019426334259855092,0.043101827719459904,0.09281575133236172,random_0017,0.65,0.0,6.5,2.315115127527265,2.4003287119947974,2.72972972972973,2.781128799728196,2.9640929337936237,3.4242116209757283,223,2015-2021
0.20462965459191826,0.23073640447509797,0.29415869389249305,0.0667575265069844,0.04546381052254993,0.10333015853141829,0.054923751479538166,random_0340,0.65,0.0,6.5,2.315165008894568,2.4003287119947974,2.72972972972973,2.777693041292172,2.9640929337936237,3.4242116209757283,223,2015-2021
0.0872645683413053,0.08956751312885165,0.11681241338912902,0.1490999360011152,0.42872511147614956,0.08362413690152791,0.04490632076192121,random_0043,0.65,0.0,6.5,2.315238920535434,2.4003287119947974,2.72972972972973,2.7799183764528355,2.9640929337936237,3.4242116209757283,223,2015-2021
0.10109504139999502,0.08985133383711388,0.2368771645891495,0.004760758435356295,0.033761603716604784,0.30747903395410936,0.2261750640676711,random_0069,0.65,0.0,6.5,2.3152796648507175,2.4003287119947974,2.72972972972973,2.7734664935088533,2.9640929337936237,3.4242116209757283,223,2015-2021
0.0650896412555693,0.21849622916809155,0.1797933599961124,0.10595064757625157,0.3884688925358458,0.02781596590814846,0.014385263559980765,random_0357,0.65,0.0,6.5,2.315401101650795,2.4003287119947974,2.72972972972973,2.781746339671274,2.9640929337936237,3.4242116209757283,223,2015-2021
0.04998464972537162,0.1936868624261064,0.04834418213014286,0.0747170314064721,0.362717008861712,0.25124895548793247,0.019301309962262685,random_0403,0.65,0.0,6.5,2.3155891022367867,2.4003287119947974,2.72972972972973,2.7840743964736734,2.9640929337936237,3.4242116209757283,223,2015-2021
0.1233503950148656,0.06911422807572003,0.2968841142267067,0.09479203949835312,0.04809065836735062,0.1614571884866662,0.20631137633033766,random_0199,0.65,0.0,6.5,2.315683213156152,2.4003287119947974,2.72972972972973,2.773733077464922,2.9640929337936237,3.4242116209757283,223,2015-2021
0.18602311633385046,0.25519668257943634,0.20798966867104804,0.04631121831616332,0.1426960093432514,0.13409572286704916,0.02768758188920113,random_0146,0.65,0.0,6.5,2.3157520251643504,2.4003287119947974,2.72972972972973,2.781292513532966,2.9640929337936237,3.4242116209757283,223,2015-2021
0.13171166704241785,0.14877809419002808,0.2246626633294347,0.009616747474019683,0.18437491258156083,0.11267494022561159,0.18818097515692722,random_0091,0.65,0.0,6.5,2.315807344423958,2.4003287119947974,2.72972972972973,2.775670433779167,2.9640929337936237,3.4242116209757283,223,2015-2021
0.05710144755858594,0.1513984383991979,0.11143171847308436,0.041501418368658075,0.28174259857663186,0.2133064244147789,0.14351795420906294,random_0163,0.65,0.0,6.5,2.3160348063451415,2.4003287119947974,2.72972972972973,2.779078598047862,2.9640929337936237,3.4242116209757283,223,2015-2021
0.15324631546208728,0.2267433934784578,0.2032712782973029,0.048909120045859344,0.23985940349417376,0.052158923661568,0.07581156556055091,random_0030,0.65,0.0,6.5,2.3162906538182155,2.4003287119947974,2.72972972972973,2.7797781955254846,2.9640929337936237,3.4242116209757283,223,2015-2021
0.09959240037133357,0.2034191910500188,0.1940237039385884,0.04476382677243097,0.008975607565329644,0.31287058626124753,0.13635468404105108,random_0115,0.65,0.0,6.5,2.316457249909119,2.4003287119947974,2.72972972972973,2.7789958391739025,2.9640929337936237,3.4242116209757283,223,2015-2021
