warps_mae_full_bs,pyth_mae_full_bs,pw_mae_full_bs,diff_wp_full_bs,diff_wpw_full_bs,warps_mae_val_bs,pyth_mae_val_bs,diff_wp_val_bs
2.2844789217736388,2.5348698031081973,2.870325693606755,-0.25039088133455856,-0.5858467718331162,2.4454795830138503,2.7533925588563424,-0.3079129758424921
2.4371726098249624,2.6009005226087,2.8546441495778048,-0.16372791278373766,-0.41747153975284235,2.547333944429774,2.7417919221561355,-0.19445797772636153
2.2994161985587325,2.5123503954033315,2.790108564535585,-0.21293419684459902,-0.4906923659768525,2.5285408018756845,2.8277264636272377,-0.29918566175155314
2.3857428920717743,2.601753272333295,2.890832328106152,-0.21601038026152075,-0.5050894360343778,2.849865730278508,3.0735150455004074,-0.22364931522189924
2.4780644004957284,2.6655566851596095,2.94270205066345,-0.18749228466388113,-0.4646376501677216,2.4424369656282785,2.7454278060888226,-0.30299084046054414
2.3884217733408084,2.617803286173473,2.8697225572979495,-0.2293815128326644,-0.48130078395714104,2.291707285984281,2.3586293753262892,-0.06692208934200838
2.3766168551222253,2.5382142062437154,2.8745476477683956,-0.1615973511214901,-0.49793079264617024,2.532304803134962,2.718395187724963,-0.18609038459000082
2.4173341143702034,2.6859854491670374,3.0042219541616406,-0.268651334796834,-0.5868878397914372,2.58181547103037,2.817095414127978,-0.2352799430976078
2.3525467402064195,2.541435163554109,2.8063932448733415,-0.1888884233476893,-0.453846504666922,2.3299600842786603,2.651249603054433,-0.3212895187757727
2.38858247667348,2.581002350759949,2.8667068757539202,-0.1924198740864691,-0.47812439908044047,2.2605298682474286,2.5363261359563456,-0.27579626770891696
2.4089566102554105,2.640643926209201,2.8854041013269,-0.23168731595379066,-0.47644749107148954,2.272213997726186,2.4917969670630766,-0.2195829693368907
2.3107193763539655,2.58878686716704,2.8172496984318456,-0.2780674908130747,-0.5065303220778801,2.8446378034437494,2.967761534104284,-0.12312373066053439
2.392035762170574,2.595835059697497,2.8341375150784076,-0.20379929752692272,-0.4421017529078335,2.8105407055982945,3.171392572308752,-0.36085186671045744
2.299401155638342,2.5302577480862154,2.813630880579011,-0.2308565924478736,-0.5142297249406691,2.4130861471439675,2.5826941531359067,-0.16960800599193915
2.414974143668599,2.6841691559278913,2.8896260554885402,-0.2691950122592921,-0.47465191181994104,2.7152759673860807,2.903700443874837,-0.18842447648875638
2.3527396698829555,2.5654436607078708,2.8751507840772015,-0.2127039908249153,-0.522411114194246,2.4664215797257616,2.7742469318593077,-0.3078253521335461
2.4053438052572598,2.661555828848626,2.90832328106152,-0.2562120235913663,-0.5029794758042603,2.405275651259062,2.7657495329816904,-0.3604738817226285
2.2497156972574825,2.4613042932638725,2.787092882991556,-0.2115885960063899,-0.5373771857340737,2.503488992933474,2.595295301549865,-0.09180630861639116
2.422349127484078,2.6604598199402147,2.9384800965018094,-0.2381106924561367,-0.5161309690177314,2.68975389393976,2.802279406422664,-0.11252551248290388
2.330103910869699,2.628975654888219,2.842581423401689,-0.2988717440185198,-0.5124775125319898,2.798597120028014,3.166162887820378,-0.36756576779236383
2.3316570120329594,2.4855786385334944,2.7478890229191797,-0.15392162650053498,-0.4162320108862203,2.6268446032446096,2.787602827345432,-0.1607582241008223
