season,home_team,away_team,home_expected_spread,home_win_prob,home_pure_quality_pts,away_pure_quality_pts,home_projection_quality_pts,away_projection_quality_pts,home_schedule_context_pts,away_schedule_context_pts
2026,SEA,NE,-0.22596703603815715,0.49130983534062533,3.0345648205458575,2.7605318565840142,2.5345648205458575,4.260531856584015,-0.056930855301029586,-0.03384606244955787
2026,LAR,SF,4.87345716933851,0.6791269777332727,3.2639624180503137,0.39050524871180375,3.7639624180503137,0.39050524871180375,-0.05474386106013088,-0.07787229514165216
2026,CAR,CHI,0.5588985921809284,0.5214828655273042,-1.013476383243457,0.42762502457561463,-1.013476383243457,-0.07237497542438537,-0.03864632261982173,-0.14022612855818206
2026,CIN,TB,1.3886575332525828,0.5532076839772692,-1.6256926979245374,-0.5143502311771201,-0.6256926979245374,-0.5143502311771201,0.12997019605400775,0.02826090244974972
2026,DET,NO,3.7141341169415396,0.6390873656971243,1.3616178936361847,-0.8525162233053551,1.8616178936361847,-0.35251622330535515,0.11395809481060432,0.18349323792546637
2026,HOU,BUF,0.6758034747034023,0.525969052383227,1.6218706041340025,1.9460671294306002,1.6218706041340025,2.4460671294306002,0.05378476661556884,-0.0657262390814477
2026,IND,BAL,0.8221594940711953,0.5315794276702915,0.6441600787653728,0.32200058469417747,0.6441600787653728,1.3220005846941776,0.10813631845588621,0.11922337718271495
2026,JAX,CLE,7.210574914124679,0.7520021707646981,1.898259533470875,-1.8123153806538042,2.398259533470875,-3.3123153806538044,0.043229092235931195,0.21502856527536626
2026,PIT,ATL,2.6146872338240748,0.5992304258877172,0.14255894825667553,-0.47212828556739933,0.14255894825667553,-0.9721282855673994,0.04499500653123941,0.09999500967601327
2026,TEN,NYJ,3.8466541744011775,0.6437764258305897,-3.1548453158338536,-3.501499490235031,-2.6548453158338536,-5.001499490235031,0.04414368817620998,-0.04483003614705723
2026,LAC,ARI,5.220503745330874,0.69064883798294,0.8458495972406902,-1.8746541480901844,0.8458495972406902,-2.874654148090184,-0.07844662820089654,-0.1411183597254949
