season,season_type,week,matchup_key,away_team,home_team,away_tla,home_tla,game,has_initial,initial_classification,initial_classification_label,initial_recommendation,initial_tier_score,initial_total_score,initial_confidence,initial_model_version,initial_signal_classification,initial_pick_market,initial_pick_side,initial_selector_score,initial_pick_reasons,initial_recommendation_trace,initial_data_quality_status,initial_unsafe_sources,initial_degraded_sources,initial_sharp_spread_line,initial_sharp_total_line,initial_sharp_moneyline_line,initial_source_health_status,initial_source_health_warnings,initial_source_health_degraded_sources,initial_source_health_unsafe_sources,initial_source_health_reference_time,has_update,update_classification,update_classification_label,update_recommendation,update_tier_score,update_total_score,update_confidence,update_model_version,update_signal_classification,update_pick_market,update_pick_side,update_selector_score,update_pick_reasons,update_recommendation_trace,update_data_quality_status,update_unsafe_sources,update_degraded_sources,update_sharp_spread_line,update_sharp_total_line,update_sharp_moneyline_line,update_source_health_status,update_source_health_warnings,update_source_health_degraded_sources,update_source_health_unsafe_sources,update_source_health_reference_time,has_lock,lock_classification,lock_classification_label,lock_recommendation,lock_tier_score,lock_total_score,lock_confidence,lock_model_version,lock_signal_classification,lock_pick_market,lock_pick_side,lock_selector_score,lock_pick_reasons,lock_recommendation_trace,lock_data_quality_status,lock_unsafe_sources,lock_degraded_sources,lock_sharp_spread_line,lock_sharp_total_line,lock_sharp_moneyline_line,lock_source_health_status,lock_source_health_warnings,lock_source_health_degraded_sources,lock_source_health_unsafe_sources,lock_source_health_reference_time,has_final,final_classification,final_classification_label,final_recommendation,final_tier_score,final_total_score,final_confidence,final_model_version,final_signal_classification,final_pick_market,final_pick_side,final_selector_score,final_pick_reasons,final_recommendation_trace,final_data_quality_status,final_unsafe_sources,final_degraded_sources,final_sharp_spread_line,final_sharp_total_line,final_sharp_moneyline_line,final_source_health_status,final_source_health_warnings,final_source_health_degraded_sources,final_source_health_unsafe_sources,final_source_health_reference_time,away_score,home_score,final_margin,final_total
2026,PRE,PRE3,NYJ@PIT,New York Jets,Pittsburgh Steelers,NYJ,PIT,New York Jets @ Pittsburgh Steelers,False,,,,,,,,,,,,,,,,,,,,DEGRADED,rotowire: missing file path,rotowire,,2026-08-26T23:27:33.946576+00:00,False,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,17,0,17,17
2026,PRE,PRE3,PHI@NE,Philadelphia Eagles,New England Patriots,PHI,NE,Philadelphia Eagles @ New England Patriots,False,,,,,,,,,,,,,,,,,,,,DEGRADED,rotowire: missing file path,rotowire,,2026-08-26T23:27:33.946576+00:00,False,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,21,24,-3,45
2026,PRE,PRE3,PIT@BUF,Pittsburgh Steelers,Buffalo Bills,PIT,BUF,Pittsburgh Steelers @ Buffalo Bills,True,❌ FADE,AVOID,❌ AVOID: Multiple negative factors align,2,-2.4,2.4,2026.1,❌ FADE,none,,,,"{""final_decision"": {""market"": ""none"", ""reason"": ""signal classification was FADE"", ""side"": null}, ""market_candidates"": {""spread"": {}, ""total"": {}}, ""selector_version"": ""2026.1"", ""source_policy"": {""blocked"": false, ""critical_warnings"": [], ""status"": ""DEGRADED"", ""unsafe_sources"": []}}",DEGRADED,,rotowire,+3 (-105) | -2.5 (-120),o35.5 (-110) | u35.5 (-110),+135 | -146,DEGRADED,rotowire: missing file path,rotowire,,2026-08-26T23:27:33.946576+00:00,False,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,PRE,PRE3,SEA@KC,Seattle Seahawks,Kansas City Chiefs,SEA,KC,Seattle Seahawks @ Kansas City Chiefs,True,📊 LEAN,SLIGHT EDGE,👀 LEAN: Seattle Seahawks -2.5 (proceed with caution),5,11.3,11.3,2026.1,🎯 TARGETED PLAY,spread,AWAY,3,sharp spread edge,"{""final_decision"": {""market"": ""spread"", ""reason"": ""spread candidate cleared threshold and ranked highest"", ""score"": 3, ""side"": ""AWAY""}, ""market_candidates"": {""spread"": {""blocked"": false, ""blockers"": [], ""cleared_threshold"": true, ""conflicts"": [], ""has_sharp_edge"": true, ""market"": ""spread"", ""reasons"": [""sharp spread edge""], ""requires_sharp_edge"": true, ""score"": 3, ""side"": ""AWAY"", ""signals"": [{""impact"": 3, ""score"": 3, ""side"": ""AWAY"", ""source"": ""sharp"", ""status"": ""aligned""}], ""threshold"": 3, ""threshold_adjustments"": []}, ""total"": {""blocked"": false, ""blockers"": [], ""cleared_threshold"": false, ""conflicts"": [], ""market"": ""total"", ""reasons"": [], ""score"": 0, ""side"": ""UNDER"", ""signals"": [], ""threshold"": 4}}, ""selector_version"": ""2026.1"", ""source_policy"": {""blocked"": false, ""critical_warnings"": [], ""status"": ""DEGRADED"", ""unsafe_sources"": []}}",DEGRADED,,rotowire,-2.5 (-110) | +3.5 (-130),o37.5 (+100) | u35.5 (+100),-134 | +124,DEGRADED,rotowire: missing file path,rotowire,,2026-08-26T23:27:33.946576+00:00,False,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,PRE,PRE3,SEA@TEN,Seattle Seahawks,Tennessee Titans,SEA,TEN,Seattle Seahawks @ Tennessee Titans,False,,,,,,,,,,,,,,,,,,,,DEGRADED,rotowire: missing file path,rotowire,,2026-08-26T23:27:33.946576+00:00,False,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,16,19,-3,35
2026,PRE,PRE3,SF@LAC,San Francisco 49ers,Los Angeles Chargers,SF,LAC,San Francisco 49ers @ Los Angeles Chargers,False,,,,,,,,,,,,,,,,,,,,DEGRADED,rotowire: missing file path,rotowire,,2026-08-26T23:27:33.946576+00:00,False,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,41,17,24,58
2026,PRE,PRE3,SF@LV,San Francisco 49ers,Las Vegas Raiders,SF,LV,San Francisco 49ers @ Las Vegas Raiders,True,⚠️ PASS,PASS,⚠️ PASS: Edge score did not isolate a playable market,3,8.4,8.4,2026.1,🎯 TARGETED PLAY,none,,2,,"{""final_decision"": {""market"": ""none"", ""reason"": ""no market cleared threshold"", ""side"": null}, ""market_candidates"": {""spread"": {""blocked"": false, ""blockers"": [], ""cleared_threshold"": false, ""conflicts"": [], ""has_sharp_edge"": true, ""market"": ""spread"", ""reasons"": [""sharp spread edge""], ""requires_sharp_edge"": true, ""score"": 2, ""side"": ""HOME"", ""signals"": [{""impact"": 2, ""score"": -2, ""side"": ""HOME"", ""source"": ""sharp"", ""status"": ""aligned""}], ""threshold"": 3, ""threshold_adjustments"": []}, ""total"": {""blocked"": false, ""blockers"": [], ""cleared_threshold"": false, ""conflicts"": [], ""market"": ""total"", ""reasons"": [""sharp total edge""], ""score"": 1, ""side"": ""OVER"", ""signals"": [{""impact"": 1, ""score"": 1, ""side"": ""OVER"", ""source"": ""sharp"", ""status"": ""aligned""}], ""threshold"": 4}}, ""selector_version"": ""2026.1"", ""source_policy"": {""blocked"": false, ""critical_warnings"": [], ""status"": ""DEGRADED"", ""unsafe_sources"": []}}",DEGRADED,,rotowire,+3.5 (-113) | -3 (-115),o37.5 (-108) | u37.5 (-108),+145 | -162,DEGRADED,rotowire: missing file path,rotowire,,2026-08-26T23:27:33.946576+00:00,False,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,PRE,PRE3,TB@JAX,Tampa Bay Buccaneers,Jacksonville Jaguars,TB,JAX,Tampa Bay Buccaneers @ Jacksonville Jaguars,True,❌ FADE,AVOID,❌ AVOID: Multiple negative factors align,2,-2.4,2.4,2026.1,❌ FADE,none,,,,"{""final_decision"": {""market"": ""none"", ""reason"": ""signal classification was FADE"", ""side"": null}, ""market_candidates"": {""spread"": {}, ""total"": {}}, ""selector_version"": ""2026.1"", ""source_policy"": {""blocked"": false, ""critical_warnings"": [], ""status"": ""DEGRADED"", ""unsafe_sources"": []}}",DEGRADED,,rotowire,-2.5 (-122) | +3 (-110),o35.5 (-105) | u35.5 (-108),-144 | +129,DEGRADED,rotowire: missing file path,rotowire,,2026-08-26T23:27:33.946576+00:00,False,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,PRE,PRE3,WAS@BAL,Washington Commanders,Baltimore Ravens,WAS,BAL,Washington Commanders @ Baltimore Ravens,True,⚠️ PASS,PASS,"⚠️ PASS: Mixed signals, no clear edge identified",3,4.1,4.1,2026.1,⚠️ LANDMINE,none,,,,"{""final_decision"": {""market"": ""none"", ""reason"": ""signal classification was LANDMINE"", ""side"": null}, ""market_candidates"": {""spread"": {}, ""total"": {}}, ""selector_version"": ""2026.1"", ""source_policy"": {""blocked"": false, ""critical_warnings"": [], ""status"": ""DEGRADED"", ""unsafe_sources"": []}}",DEGRADED,,rotowire,+3.5 (-112) | -3.5 (-102),o34 (-112) | u34.5 (-109),+140 | -158,DEGRADED,rotowire: missing file path,rotowire,,2026-08-26T23:27:33.946576+00:00,False,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,PRE,PRE3,WSH@DET,Washington Commanders,Detroit Lions,WSH,DET,Washington Commanders @ Detroit Lions,False,,,,,,,,,,,,,,,,,,,,DEGRADED,rotowire: missing file path,rotowire,,2026-08-26T23:27:33.946576+00:00,False,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,13,17,-4,30
