season,week,team,opponent,matchup_key,game_key,home_away,day,win_probability,fair_moneyline,warps_wins,opponent_warps_wins,division_game,opponent_sos_rank,team_has_bye_before,opponent_has_bye_before,future_safe_spots,future_elite_spots,best_future_win_probability,future_value_cost,volatility_penalty,safety_score,survivor_score,risk_band,tier,reasons
2026,4,SF,DEN,DEN@SF,4:DEN@SF,home,Sun,0.5641,-129,9.64,9.52,False,13,False,False,2,1,0.7109,7.54,0.0,56.41,48.87,thin,deep_pool,WARPS win probability 56.4%; Home-field survivor spot; Save risk: 1 future elite spot(s)
2026,4,PHI,LAR,LAR@PHI,4:LAR@PHI,home,Sun,0.5142,-106,9.82,11.04,False,14,False,False,3,0,0.6593,6.21,0.0,51.42,45.21,avoid,avoid,WARPS win probability 51.4%; Home-field survivor spot
2026,4,WAS,IND,IND@WAS,4:IND@WAS,home,Sun,0.4533,+121,6.71,9.56,False,29,False,False,0,0,0.5456,1.66,0.0,45.33,43.67,avoid,avoid,WARPS win probability 45.3%; Home-field survivor spot; Low future opportunity cost
2026,4,DET,CAR,DET@CAR,4:DET@CAR,away,Sun,0.5682,-132,10.45,7.02,False,10,False,False,4,1,0.7134,9.91,3.5,56.82,43.41,avoid,deep_pool,WARPS win probability 56.8%; Road favorite requires extra caution; Save risk: 1 future elite spot(s)
2026,4,JAX,CIN,JAX@CIN,4:JAX@CIN,away,Sun,0.5423,-118,10.47,7.74,False,30,False,False,2,1,0.714,7.99,3.5,54.23,42.74,avoid,avoid,WARPS win probability 54.2%; Road favorite requires extra caution; Save risk: 1 future elite spot(s)
2026,4,IND,WAS,IND@WAS,4:IND@WAS,away,Sun,0.5467,-121,9.56,6.71,False,16,False,False,5,0,0.6854,8.5,3.5,54.67,42.67,avoid,avoid,WARPS win probability 54.7%; Road favorite requires extra caution
2026,4,CLE,PIT,PIT@CLE,4:PIT@CLE,home,Thu,0.4805,+108,6.76,8.88,True,18,False,False,0,0,0.6149,2.42,3.0,48.05,42.63,avoid,avoid,WARPS win probability 48.0%; Home-field survivor spot; Division game raises upset volatility; Low future opportunity cost
2026,4,BUF,NE,NE@BUF,4:NE@BUF,home,Sun,0.5664,-131,10.22,10.04,True,7,False,False,5,1,0.7376,11.58,3.0,56.64,42.06,thin,deep_pool,WARPS win probability 56.6%; Home-field survivor spot; Division game raises upset volatility; Save risk: 1 future elite spot(s)
2026,4,KC,LV,KC@LV,4:KC@LV,away,Sun,0.5919,-145,9.32,5.24,True,6,False,False,3,2,0.7106,10.74,6.5,59.19,41.95,avoid,deep_pool,WARPS win probability 59.2%; Road favorite requires extra caution; Division game raises upset volatility; Save risk: 2 future elite spot(s)
2026,4,CIN,JAX,JAX@CIN,4:JAX@CIN,home,Sun,0.4577,+118,7.74,10.47,False,21,False,False,1,0,0.6238,4.19,0.0,45.77,41.58,avoid,avoid,WARPS win probability 45.8%; Home-field survivor spot
2026,4,CAR,DET,DET@CAR,4:DET@CAR,home,Sun,0.4318,+132,7.02,10.45,False,28,False,False,0,0,0.5415,1.97,0.0,43.18,41.21,avoid,avoid,WARPS win probability 43.2%; Home-field survivor spot; Low future opportunity cost
2026,4,PIT,CLE,PIT@CLE,4:PIT@CLE,away,Thu,0.5195,-108,8.88,6.76,True,32,False,False,2,0,0.636,4.5,6.5,51.95,40.95,avoid,avoid,WARPS win probability 51.9%; Road favorite requires extra caution; Division game raises upset volatility
2026,4,ATL,NO,ATL@NO,4:ATL@NO,away,Mon,0.4581,+118,7.99,7.51,True,31,False,False,0,0,0.5774,2.15,6.5,45.81,37.16,avoid,avoid,WARPS win probability 45.8%; Road favorite requires extra caution; Division game raises upset volatility; Low future opportunity cost
2026,4,LV,KC,KC@LV,4:KC@LV,home,Sun,0.4081,+145,5.24,9.32,True,5,False,False,0,0,0.5326,2.24,3.0,40.81,35.57,avoid,avoid,WARPS win probability 40.8%; Home-field survivor spot; Division game raises upset volatility; Low future opportunity cost
2026,4,GB,TB,GB@TB,4:GB@TB,away,Sun,0.4518,+121,8.87,8.56,False,22,False,False,3,0,0.6356,6.91,3.5,45.18,34.77,avoid,avoid,WARPS win probability 45.2%; Road favorite requires extra caution
2026,4,ARI,NYG,ARI@NYG,4:ARI@NYG,away,Sun,0.4091,+144,6.68,7.53,False,17,False,False,1,0,0.623,5.05,3.5,40.91,32.36,avoid,avoid,WARPS win probability 40.9%; Road favorite requires extra caution
2026,4,LAR,PHI,LAR@PHI,4:LAR@PHI,away,Sun,0.4858,+106,11.04,9.82,False,24,False,False,6,1,0.7097,13.73,3.5,48.58,31.35,avoid,avoid,WARPS win probability 48.6%; Road favorite requires extra caution; Save risk: 1 future elite spot(s)
2026,4,DEN,SF,DEN@SF,4:DEN@SF,away,Sun,0.4359,+129,9.52,9.64,False,19,False,False,2,1,0.7072,9.78,3.5,43.59,30.31,avoid,avoid,WARPS win probability 43.6%; Road favorite requires extra caution; Save risk: 1 future elite spot(s)
2026,4,MIA,MIN,MIA@MIN,4:MIA@MIN,away,Sun,0.3588,+179,6.76,9.03,False,11,False,False,1,0,0.6259,6.01,3.5,35.88,26.37,avoid,avoid,WARPS win probability 35.9%; Road favorite requires extra caution
2026,4,TEN,BAL,TEN@BAL,4:TEN@BAL,away,Sun,0.3156,+217,5.97,9.53,False,23,False,False,0,0,0.5322,3.9,3.5,31.56,24.16,avoid,avoid,WARPS win probability 31.6%; Road favorite requires extra caution; Low future opportunity cost
2026,4,NYJ,CHI,NYJ@CHI,4:NYJ@CHI,away,Sun,0.3172,+215,4.93,8.44,False,1,False,False,0,0,0.5482,4.16,3.5,31.72,24.06,avoid,avoid,WARPS win probability 31.7%; Road favorite requires extra caution; Low future opportunity cost
2026,4,LAC,SEA,LAC@SEA,4:LAC@SEA,away,Sun,0.3344,+199,8.45,11.44,False,15,False,False,1,0,0.6831,7.48,3.5,33.44,22.46,avoid,avoid,WARPS win probability 33.4%; Road favorite requires extra caution
2026,4,DAL,HOU,DAL@HOU,4:DAL@HOU,away,Sun,0.3108,+222,7.09,10.8,False,26,False,False,0,0,0.6006,5.22,3.5,31.08,22.36,avoid,avoid,WARPS win probability 31.1%; Road favorite requires extra caution; Low future opportunity cost
2026,4,NE,BUF,NE@BUF,4:NE@BUF,away,Sun,0.4336,+131,10.04,10.22,True,8,False,False,4,2,0.7323,15.18,6.5,43.36,21.68,avoid,avoid,WARPS win probability 43.4%; Road favorite requires extra caution; Division game raises upset volatility; Save risk: 2 future elite spot(s)
2026,5,NE,LV,LV@NE,5:LV@NE,home,Sun,0.7231,-261,10.04,5.24,False,6,False,False,3,1,0.7323,6.27,0.0,72.31,66.04,premium,primary,WARPS win probability 72.3%; Home-field survivor spot; Save risk: 1 future elite spot(s)
2026,5,JAX,PHI,PHI@JAX,5:PHI@JAX,home,Sun,0.5836,-140,10.47,9.82,False,24,False,False,2,1,0.714,7.25,0.0,58.36,51.11,thin,deep_pool,WARPS win probability 58.4%; Home-field survivor spot; Save risk: 1 future elite spot(s)
2026,5,GB,CHI,CHI@GB,5:CHI@GB,home,Sun,0.5755,-136,8.87,8.44,True,1,False,False,3,0,0.6356,4.68,3.0,57.55,49.87,thin,deep_pool,WARPS win probability 57.6%; Home-field survivor spot; Division game raises upset volatility
2026,5,WAS,NYG,NYG@WAS,5:NYG@WAS,home,Sun,0.5292,-112,6.71,7.53,True,17,False,False,0,0,0.5456,0.3,3.0,52.92,49.62,avoid,avoid,WARPS win probability 52.9%; Home-field survivor spot; Division game raises upset volatility; Low future opportunity cost
2026,5,MIA,CIN,CIN@MIA,5:CIN@MIA,home,Sun,0.5232,-110,6.76,7.74,False,30,False,False,1,0,0.6259,3.05,0.0,52.32,49.27,avoid,avoid,WARPS win probability 52.3%; Home-field survivor spot
2026,5,PIT,IND,IND@PIT,5:IND@PIT,home,Sun,0.5344,-115,8.88,9.56,False,29,False,False,2,0,0.636,4.23,0.0,53.44,49.21,avoid,avoid,WARPS win probability 53.4%; Home-field survivor spot
2026,5,ATL,BAL,BAL@ATL,5:BAL@ATL,home,Sun,0.5022,-101,7.99,9.53,False,23,False,False,0,0,0.5774,1.35,0.0,50.22,48.87,avoid,avoid,WARPS win probability 50.2%; Home-field survivor spot; Low future opportunity cost
2026,5,DAL,TB,TB@DAL,5:TB@DAL,home,Thu,0.5049,-102,7.09,8.56,False,22,False,False,0,0,0.6006,1.72,0.0,50.49,48.77,avoid,avoid,WARPS win probability 50.5%; Home-field survivor spot; Low future opportunity cost
2026,5,NO,MIN,MIN@NO,5:MIN@NO,home,Sun,0.503,-101,7.51,9.03,False,11,False,False,0,0,0.5901,1.57,0.0,50.3,48.73,avoid,avoid,WARPS win probability 50.3%; Home-field survivor spot; Low future opportunity cost
2026,5,HOU,TEN,HOU@TEN,5:HOU@TEN,away,Sun,0.6188,-162,10.8,5.97,True,25,False,False,2,1,0.724,6.79,6.5,61.88,48.59,usable,deep_pool,WARPS win probability 61.9%; Road favorite requires extra caution; Division game raises upset volatility; Save risk: 1 future elite spot(s)
2026,5,NYJ,CLE,CLE@NYJ,5:CLE@NYJ,home,Sun,0.4914,+104,4.93,6.76,False,32,False,False,0,0,0.5482,1.02,0.0,49.14,48.12,avoid,avoid,WARPS win probability 49.1%; Home-field survivor spot; Low future opportunity cost
2026,5,LAR,BUF,BUF@LAR,5:BUF@LAR,home,Mon,0.5898,-144,11.04,10.22,False,8,False,False,6,1,0.7097,11.86,0.0,58.98,47.12,thin,deep_pool,WARPS win probability 59.0%; Home-field survivor spot; Save risk: 1 future elite spot(s)
2026,5,SEA,SF,SF@SEA,5:SF@SEA,home,Sun,0.6248,-167,11.44,9.64,True,19,False,False,6,2,0.7219,13.95,3.0,62.48,45.53,usable,deep_pool,WARPS win probability 62.5%; Home-field survivor spot; Division game raises upset volatility; Save risk: 2 future elite spot(s)
2026,5,CLE,NYJ,CLE@NYJ,5:CLE@NYJ,away,Sun,0.5086,-104,6.76,4.93,False,12,False,False,0,0,0.6149,1.91,3.5,50.86,45.45,avoid,avoid,WARPS win probability 50.9%; Road favorite requires extra caution; Low future opportunity cost
2026,5,DET,ARI,DET@ARI,5:DET@ARI,away,Sun,0.5807,-138,10.45,6.68,False,3,False,False,4,1,0.7134,9.69,3.5,58.07,44.88,avoid,deep_pool,WARPS win probability 58.1%; Road favorite requires extra caution; Save risk: 1 future elite spot(s)
2026,5,LAC,DEN,DEN@LAC,5:DEN@LAC,home,Sun,0.5199,-108,8.45,9.52,True,13,False,False,1,0,0.6831,4.14,3.0,51.99,44.85,avoid,avoid,WARPS win probability 52.0%; Home-field survivor spot; Division game raises upset volatility
2026,5,TB,DAL,TB@DAL,5:TB@DAL,away,Thu,0.4951,+102,8.56,7.09,False,20,False,False,0,0,0.6156,2.17,3.5,49.51,43.84,avoid,avoid,WARPS win probability 49.5%; Road favorite requires extra caution; Low future opportunity cost
2026,5,MIN,NO,MIN@NO,5:MIN@NO,away,Sun,0.497,+101,9.03,7.51,False,31,False,False,2,0,0.6429,5.03,3.5,49.7,41.17,avoid,avoid,WARPS win probability 49.7%; Road favorite requires extra caution
2026,5,BAL,ATL,BAL@ATL,5:BAL@ATL,away,Sun,0.4978,+101,9.53,7.99,False,27,False,False,2,0,0.6582,5.29,3.5,49.78,40.99,avoid,avoid,WARPS win probability 49.8%; Road favorite requires extra caution
2026,5,CIN,MIA,CIN@MIA,5:CIN@MIA,away,Sun,0.4768,+110,7.74,6.76,False,2,False,False,1,0,0.6238,3.85,3.5,47.68,40.33,avoid,avoid,WARPS win probability 47.7%; Road favorite requires extra caution
2026,5,NYG,WAS,NYG@WAS,5:NYG@WAS,away,Sun,0.4708,+112,7.53,6.71,True,16,False,False,0,0,0.5898,2.14,6.5,47.08,38.44,avoid,avoid,WARPS win probability 47.1%; Road favorite requires extra caution; Division game raises upset volatility; Low future opportunity cost
2026,5,ARI,DET,DET@ARI,5:DET@ARI,home,Sun,0.4193,+138,6.68,10.45,False,28,False,False,1,0,0.623,4.87,0.0,41.93,37.06,avoid,avoid,WARPS win probability 41.9%; Home-field survivor spot
2026,5,IND,PIT,IND@PIT,5:IND@PIT,away,Sun,0.4656,+115,9.56,8.88,False,18,False,False,5,0,0.6854,9.96,3.5,46.56,33.1,avoid,avoid,WARPS win probability 46.6%; Road favorite requires extra caution
2026,5,CHI,GB,CHI@GB,5:CHI@GB,away,Sun,0.4245,+136,8.44,8.87,True,4,False,False,0,0,0.5938,3.05,6.5,42.45,32.9,avoid,avoid,WARPS win probability 42.4%; Road favorite requires extra caution; Division game raises upset volatility; Low future opportunity cost
2026,5,DEN,LAC,DEN@LAC,5:DEN@LAC,away,Sun,0.4801,+108,9.52,8.45,True,9,False,False,2,1,0.7072,8.99,6.5,48.01,32.52,avoid,avoid,WARPS win probability 48.0%; Road favorite requires extra caution; Division game raises upset volatility; Save risk: 1 future elite spot(s)
2026,5,TEN,HOU,HOU@TEN,5:HOU@TEN,home,Sun,0.3812,+162,5.97,10.8,True,26,False,False,0,0,0.5322,2.72,3.0,38.12,32.4,avoid,avoid,WARPS win probability 38.1%; Home-field survivor spot; Division game raises upset volatility; Low future opportunity cost
2026,5,PHI,JAX,PHI@JAX,5:PHI@JAX,away,Sun,0.4164,+140,9.82,10.47,False,21,False,False,3,0,0.6593,7.97,3.5,41.64,30.17,avoid,avoid,WARPS win probability 41.6%; Road favorite requires extra caution
2026,5,BUF,LAR,BUF@LAR,5:BUF@LAR,away,Mon,0.4102,+144,10.22,11.04,False,14,False,False,5,1,0.7376,14.39,3.5,41.02,23.13,avoid,avoid,WARPS win probability 41.0%; Road favorite requires extra caution; Save risk: 1 future elite spot(s)
2026,5,SF,SEA,SF@SEA,5:SF@SEA,away,Sun,0.3752,+167,9.64,11.44,True,15,False,False,2,1,0.7109,10.94,6.5,37.52,20.08,avoid,avoid,WARPS win probability 37.5%; Road favorite requires extra caution; Division game raises upset volatility; Save risk: 1 future elite spot(s)
2026,5,LV,NE,LV@NE,5:LV@NE,away,Sun,0.2769,+261,5.24,10.04,False,7,False,False,0,0,0.5326,4.6,3.5,27.69,19.59,avoid,avoid,WARPS win probability 27.7%; Road favorite requires extra caution; Low future opportunity cost
2026,6,NE,NYJ,NYJ@NE,6:NYJ@NE,home,Sun,0.7323,-274,10.04,4.93,True,12,False,False,2,0,0.6752,2.4,3.0,73.23,67.83,strong,primary,WARPS win probability 73.2%; Home-field survivor spot; Division game raises upset volatility
2026,6,LAR,ARI,ARI@LAR,6:ARI@LAR,home,Sun,0.7097,-244,11.04,6.68,True,3,False,False,5,0,0.6969,6.0,3.0,70.97,61.97,strong,secondary,WARPS win probability 71.0%; Home-field survivor spot; Division game raises upset volatility
2026,6,SF,WAS,WAS@SF,6:WAS@SF,home,Mon,0.6636,-197,9.64,6.71,False,16,False,False,1,1,0.7109,4.55,0.0,66.36,61.81,strong,secondary,WARPS win probability 66.4%; Home-field survivor spot; Save risk: 1 future elite spot(s)
2026,6,PHI,CAR,CAR@PHI,6:CAR@PHI,home,Sun,0.6593,-193,9.82,7.02,False,10,False,True,2,0,0.6569,2.4,2.0,65.93,61.53,usable,secondary,WARPS win probability 65.9%; Home-field survivor spot; Opponent off bye
2026,6,IND,TEN,TEN@IND,6:TEN@IND,home,Sun,0.6854,-218,9.56,5.97,True,25,False,False,4,0,0.6593,4.8,3.0,68.54,60.74,strong,secondary,WARPS win probability 68.5%; Home-field survivor spot; Division game raises upset volatility
2026,6,GB,DAL,DAL@GB,6:DAL@GB,home,Sun,0.6241,-166,8.87,7.09,False,20,False,False,2,0,0.6356,2.61,0.0,62.41,59.8,usable,deep_pool,WARPS win probability 62.4%; Home-field survivor spot
2026,6,NYG,NO,NO@NYG,6:NO@NYG,home,Sun,0.5605,-128,7.53,7.51,False,31,False,False,0,0,0.5898,0.53,0.0,56.05,55.52,thin,deep_pool,WARPS win probability 56.0%; Home-field survivor spot; Low future opportunity cost
2026,6,ATL,CHI,CHI@ATL,6:CHI@ATL,home,Sun,0.543,-119,7.99,8.44,False,1,False,False,0,0,0.5774,0.62,0.0,54.3,53.68,avoid,avoid,WARPS win probability 54.3%; Home-field survivor spot; Low future opportunity cost
2026,6,TB,PIT,PIT@TB,6:PIT@TB,home,Sun,0.5479,-121,8.56,8.88,False,18,False,False,0,0,0.6156,1.22,0.0,54.79,53.57,avoid,avoid,WARPS win probability 54.8%; Home-field survivor spot; Low future opportunity cost
2026,6,BUF,LV,BUF@LV,6:BUF@LV,away,Sun,0.6241,-166,10.22,5.24,False,6,False,False,4,1,0.7376,9.34,3.5,62.41,49.57,usable,deep_pool,WARPS win probability 62.4%; Road favorite requires extra caution; Save risk: 1 future elite spot(s)
2026,6,KC,LAC,LAC@KC,6:LAC@KC,home,Sun,0.5916,-145,9.32,8.45,True,9,True,False,3,2,0.7106,10.74,2.0,59.16,46.42,thin,deep_pool,WARPS win probability 59.2%; Home-field survivor spot; Division game raises upset volatility; Save risk: 2 future elite spot(s); Team off bye
2026,6,JAX,HOU,HOU@JAX,6:HOU@JAX,home,Sun,0.5475,-121,10.47,10.8,True,26,False,False,2,1,0.714,7.9,3.0,54.75,43.85,avoid,avoid,WARPS win probability 54.8%; Home-field survivor spot; Division game raises upset volatility; Save risk: 1 future elite spot(s)
2026,6,BAL,CLE,BAL@CLE,6:BAL@CLE,away,Sun,0.5438,-119,9.53,6.76,True,32,False,False,2,0,0.6582,4.46,6.5,54.38,43.42,avoid,avoid,WARPS win probability 54.4%; Road favorite requires extra caution; Division game raises upset volatility
2026,6,DEN,SEA,SEA@DEN,6:SEA@DEN,home,Thu,0.488,+105,9.52,11.44,False,15,False,False,2,1,0.7072,8.85,0.0,48.8,39.95,avoid,avoid,WARPS win probability 48.8%; Home-field survivor spot; Save risk: 1 future elite spot(s)
2026,6,CLE,BAL,BAL@CLE,6:BAL@CLE,home,Sun,0.4562,+119,6.76,9.53,True,23,False,False,0,0,0.6149,2.86,3.0,45.62,39.76,avoid,avoid,WARPS win probability 45.6%; Home-field survivor spot; Division game raises upset volatility; Low future opportunity cost
2026,6,CHI,ATL,CHI@ATL,6:CHI@ATL,away,Sun,0.457,+119,8.44,7.99,False,27,False,False,0,0,0.5938,2.46,3.5,45.7,39.74,avoid,avoid,WARPS win probability 45.7%; Road favorite requires extra caution; Low future opportunity cost
2026,6,NO,NYG,NO@NYG,6:NO@NYG,away,Sun,0.4395,+128,7.51,7.53,False,17,False,False,0,0,0.5901,2.71,3.5,43.95,37.74,avoid,avoid,WARPS win probability 44.0%; Road favorite requires extra caution; Low future opportunity cost
2026,6,PIT,TB,PIT@TB,6:PIT@TB,away,Sun,0.4521,+121,8.88,8.56,False,22,False,False,2,0,0.636,5.71,3.5,45.21,36.0,avoid,avoid,WARPS win probability 45.2%; Road favorite requires extra caution
2026,6,LV,BUF,BUF@LV,6:BUF@LV,home,Sun,0.3759,+166,5.24,10.22,False,8,False,False,0,0,0.5326,2.82,0.0,37.59,34.77,avoid,avoid,WARPS win probability 37.6%; Home-field survivor spot; Low future opportunity cost
2026,6,SEA,DEN,SEA@DEN,6:SEA@DEN,away,Thu,0.512,-105,11.44,9.52,False,13,False,False,6,2,0.7219,15.98,3.5,51.2,31.72,avoid,avoid,WARPS win probability 51.2%; Road favorite requires extra caution; Save risk: 2 future elite spot(s)
2026,6,DAL,GB,DAL@GB,6:DAL@GB,away,Sun,0.3759,+166,7.09,8.87,False,4,False,False,0,0,0.6006,4.04,3.5,37.59,30.05,avoid,avoid,WARPS win probability 37.6%; Road favorite requires extra caution; Low future opportunity cost
2026,6,HOU,JAX,HOU@JAX,6:HOU@JAX,away,Sun,0.4525,+121,10.8,10.47,True,21,False,False,2,1,0.724,9.79,6.5,45.25,28.96,avoid,avoid,WARPS win probability 45.2%; Road favorite requires extra caution; Division game raises upset volatility; Save risk: 1 future elite spot(s)
2026,6,CAR,PHI,CAR@PHI,6:CAR@PHI,away,Sun,0.3407,+193,7.02,9.82,False,24,True,False,0,0,0.5415,3.61,2.5,34.07,27.96,avoid,avoid,WARPS win probability 34.1%; Road favorite requires extra caution; Low future opportunity cost; Team off bye
2026,6,WAS,SF,WAS@SF,6:WAS@SF,away,Mon,0.3364,+197,6.71,9.64,False,19,False,False,0,0,0.5456,3.77,3.5,33.64,26.37,avoid,avoid,WARPS win probability 33.6%; Road favorite requires extra caution; Low future opportunity cost
2026,6,LAC,KC,LAC@KC,6:LAC@KC,away,Sun,0.4084,+145,8.45,9.32,True,5,False,True,1,0,0.6831,6.14,8.5,40.84,26.2,avoid,avoid,WARPS win probability 40.8%; Road favorite requires extra caution; Division game raises upset volatility; Opponent off bye
2026,6,TEN,IND,TEN@IND,6:TEN@IND,away,Sun,0.3146,+218,5.97,9.56,True,29,False,False,0,0,0.5322,3.92,6.5,31.46,21.04,avoid,avoid,WARPS win probability 31.5%; Road favorite requires extra caution; Division game raises upset volatility; Low future opportunity cost
2026,6,ARI,LAR,ARI@LAR,6:ARI@LAR,away,Sun,0.2903,+244,6.68,11.04,True,14,False,False,1,0,0.623,7.19,6.5,29.03,15.34,avoid,avoid,WARPS win probability 29.0%; Road favorite requires extra caution; Division game raises upset volatility
2026,6,NYJ,NE,NYJ@NE,6:NYJ@NE,away,Sun,0.2677,+274,4.93,10.04,True,7,False,False,0,0,0.5482,5.05,6.5,26.77,15.22,avoid,avoid,WARPS win probability 26.8%; Road favorite requires extra caution; Division game raises upset volatility; Low future opportunity cost
2026,7,HOU,NYG,NYG@HOU,7:NYG@HOU,home,Sun,0.6749,-208,10.8,7.53,False,17,False,False,1,1,0.724,4.58,0.0,67.49,62.91,strong,secondary,WARPS win probability 67.5%; Home-field survivor spot; Save risk: 1 future elite spot(s)
2026,7,PHI,DAL,DAL@PHI,7:DAL@PHI,home,Mon,0.6569,-191,9.82,7.09,True,20,False,False,1,0,0.6419,1.2,3.0,65.69,61.49,usable,secondary,WARPS win probability 65.7%; Home-field survivor spot; Division game raises upset volatility
2026,7,LAR,LV,LAR@LV,7:LAR@LV,away,Sun,0.6525,-188,11.04,5.24,False,6,False,False,4,0,0.6969,5.6,3.5,65.25,56.15,usable,deep_pool,WARPS win probability 65.2%; Road favorite requires extra caution
2026,7,BAL,CIN,CIN@BAL,7:CIN@BAL,home,Sun,0.6245,-166,9.53,7.74,True,30,False,True,1,0,0.6582,1.81,5.0,62.45,55.64,usable,deep_pool,WARPS win probability 62.5%; Home-field survivor spot; Division game raises upset volatility; Opponent off bye
2026,7,TEN,CLE,CLE@TEN,7:CLE@TEN,home,Sun,0.5303,-113,5.97,6.76,False,32,False,False,0,0,0.5322,0.03,0.0,53.03,53.0,avoid,avoid,WARPS win probability 53.0%; Home-field survivor spot; Low future opportunity cost
2026,7,SEA,KC,KC@SEA,7:KC@SEA,home,Sun,0.636,-175,11.44,9.32,False,5,False,False,5,2,0.7219,12.55,0.0,63.6,51.05,usable,deep_pool,WARPS win probability 63.6%; Home-field survivor spot; Save risk: 2 future elite spot(s)
2026,7,MIN,IND,IND@MIN,7:IND@MIN,home,Sun,0.54,-117,9.03,9.56,False,29,True,False,2,0,0.6429,4.25,-1.0,54.0,50.75,avoid,avoid,WARPS win probability 54.0%; Home-field survivor spot; Team off bye
2026,7,DET,GB,GB@DET,7:GB@DET,home,Sun,0.617,-161,10.45,8.87,True,4,True,False,4,1,0.7134,9.04,2.0,61.7,50.66,usable,deep_pool,WARPS win probability 61.7%; Home-field survivor spot; Division game raises upset volatility; Save risk: 1 future elite spot(s); Team off bye
2026,7,NO,PIT,PIT@NO,7:PIT@NO,home,Sun,0.5086,-104,7.51,8.88,False,18,False,False,0,0,0.5901,1.47,0.0,50.86,49.39,avoid,avoid,WARPS win probability 50.9%; Home-field survivor spot; Low future opportunity cost
2026,7,ATL,SF,SF@ATL,7:SF@ATL,home,Sun,0.4981,+101,7.99,9.64,False,19,False,False,0,0,0.5774,1.43,0.0,49.81,48.38,avoid,avoid,WARPS win probability 49.8%; Home-field survivor spot; Low future opportunity cost
2026,7,CHI,NE,NE@CHI,7:NE@CHI,home,Thu,0.5,-100,8.44,10.04,False,7,False,False,0,0,0.5938,1.69,0.0,50.0,48.31,avoid,avoid,WARPS win probability 50.0%; Home-field survivor spot; Low future opportunity cost
2026,7,CAR,TB,TB@CAR,7:TB@CAR,home,Sun,0.5022,-101,7.02,8.56,True,22,False,False,0,0,0.5415,0.71,3.0,50.22,46.51,avoid,avoid,WARPS win probability 50.2%; Home-field survivor spot; Division game raises upset volatility; Low future opportunity cost
2026,7,DEN,ARI,DEN@ARI,7:DEN@ARI,away,Sun,0.5464,-120,9.52,6.68,False,3,False,False,2,1,0.7072,7.79,3.5,54.64,43.35,avoid,avoid,WARPS win probability 54.6%; Road favorite requires extra caution; Save risk: 1 future elite spot(s)
2026,7,NYJ,MIA,MIA@NYJ,7:MIA@NYJ,home,Sun,0.4914,+104,4.93,6.76,True,2,False,True,0,0,0.5482,1.02,5.0,49.14,43.12,avoid,avoid,WARPS win probability 49.1%; Home-field survivor spot; Division game raises upset volatility; Low future opportunity cost; Opponent off bye
2026,7,MIA,NYJ,MIA@NYJ,7:MIA@NYJ,away,Sun,0.5086,-104,6.76,4.93,True,12,True,False,1,0,0.6259,3.31,5.5,50.86,42.05,avoid,avoid,WARPS win probability 50.9%; Road favorite requires extra caution; Division game raises upset volatility; Team off bye
2026,7,TB,CAR,TB@CAR,7:TB@CAR,away,Sun,0.4978,+101,8.56,7.02,True,10,False,False,0,0,0.6156,2.12,6.5,49.78,41.16,avoid,avoid,WARPS win probability 49.8%; Road favorite requires extra caution; Division game raises upset volatility; Low future opportunity cost
2026,7,ARI,DEN,DEN@ARI,7:DEN@ARI,home,Sun,0.4536,+120,6.68,9.52,False,13,False,False,1,0,0.623,4.25,0.0,45.36,41.11,avoid,avoid,WARPS win probability 45.4%; Home-field survivor spot
2026,7,NE,CHI,NE@CHI,7:NE@CHI,away,Thu,0.5,-100,10.04,8.44,False,1,False,False,2,0,0.6752,5.55,3.5,50.0,40.95,avoid,avoid,WARPS win probability 50.0%; Road favorite requires extra caution
2026,7,CLE,TEN,CLE@TEN,7:CLE@TEN,away,Sun,0.4697,+113,6.76,5.97,False,25,False,False,0,0,0.6149,2.61,3.5,46.97,40.86,avoid,avoid,WARPS win probability 47.0%; Road favorite requires extra caution; Low future opportunity cost
2026,7,PIT,NO,PIT@NO,7:PIT@NO,away,Sun,0.4914,+104,8.88,7.51,False,31,False,False,2,0,0.636,5.0,3.5,49.14,40.64,avoid,avoid,WARPS win probability 49.1%; Road favorite requires extra caution
2026,7,SF,ATL,SF@ATL,7:SF@ATL,away,Sun,0.5019,-101,9.64,7.99,False,27,False,False,1,1,0.7109,7.46,3.5,50.19,39.23,avoid,avoid,WARPS win probability 50.2%; Road favorite requires extra caution; Save risk: 1 future elite spot(s)
2026,7,IND,MIN,IND@MIN,7:IND@MIN,away,Sun,0.46,+117,9.56,9.03,False,11,False,True,4,0,0.6593,8.39,5.5,46.0,32.11,avoid,avoid,WARPS win probability 46.0%; Road favorite requires extra caution; Opponent off bye
2026,7,LV,LAR,LAR@LV,7:LAR@LV,home,Sun,0.3475,+188,5.24,11.04,False,14,False,False,0,0,0.5326,3.33,0.0,34.75,31.42,avoid,avoid,WARPS win probability 34.8%; Home-field survivor spot; Low future opportunity cost
2026,7,CIN,BAL,CIN@BAL,7:CIN@BAL,away,Sun,0.3755,+166,7.74,9.53,True,23,True,False,1,0,0.6238,5.67,5.5,37.55,26.38,avoid,avoid,WARPS win probability 37.5%; Road favorite requires extra caution; Division game raises upset volatility; Team off bye
2026,7,NYG,HOU,NYG@HOU,7:NYG@HOU,away,Sun,0.3251,+208,7.53,10.8,False,26,False,False,0,0,0.5898,4.76,3.5,32.51,24.25,avoid,avoid,WARPS win probability 32.5%; Road favorite requires extra caution; Low future opportunity cost
