game_id,season,game_type,week,gameday,away_team,home_team,away_score,home_score,spread_line,total_line,actual_total,div_game,referee,favorite_side,favorite_ats,favorite_cover_margin,ou_result
2000_01_ARI_NYG,2000,REG,1,2000-09-03,ARI,NYG,16.0,21.0,6.5,40.0,37.0,1,Bill Carollo,HF,loss,-1.5,under
2000_01_BAL_PIT,2000,REG,1,2000-09-03,BAL,PIT,16.0,0.0,-2.5,37.0,16.0,1,Phil Luckett,AF,win,13.5,under
2000_01_CAR_WAS,2000,REG,1,2000-09-03,CAR,WAS,17.0,20.0,10.5,47.5,37.0,0,Bob McElwee,HF,loss,-7.5,under
2000_01_CHI_MIN,2000,REG,1,2000-09-03,CHI,MIN,27.0,30.0,4.5,46.5,57.0,1,Ed Hochuli,HF,loss,-1.5,over
2000_01_DEN_STL,2000,REG,1,2000-09-04,DEN,STL,36.0,41.0,6.5,48.5,77.0,0,Gerry Austin,HF,loss,-1.5,over
2000_01_IND_KC,2000,REG,1,2000-09-03,IND,KC,27.0,14.0,-3.5,44.0,41.0,0,Larry Nemmers,AF,win,9.5,under
2000_01_JAX_CLE,2000,REG,1,2000-09-03,JAX,CLE,27.0,7.0,-10.5,38.5,34.0,1,Bernie Kukar,AF,win,9.5,under
2000_01_NYJ_GB,2000,REG,1,2000-09-03,NYJ,GB,20.0,16.0,2.5,44.0,36.0,0,Mike Carey,HF,loss,-6.5,under
2000_01_PHI_DAL,2000,REG,1,2000-09-03,PHI,DAL,41.0,14.0,6.0,39.5,55.0,1,Tom White,HF,loss,-33.0,over
2000_01_SD_OAK,2000,REG,1,2000-09-03,SD,OAK,6.0,9.0,6.5,39.5,15.0,1,Ron Blum,HF,loss,-3.5,under
2000_01_SEA_MIA,2000,REG,1,2000-09-03,SEA,MIA,0.0,23.0,2.0,36.0,23.0,0,Ron Winter,HF,win,21.0,under
2000_01_SF_ATL,2000,REG,1,2000-09-03,SF,ATL,28.0,36.0,6.5,46.5,64.0,1,Walt Coleman,HF,win,1.5,over
2000_01_TB_NE,2000,REG,1,2000-09-03,TB,NE,21.0,16.0,-3.0,36.0,37.0,0,Jeff Triplette,AF,win,2.0,over
2000_01_TEN_BUF,2000,REG,1,2000-09-03,TEN,BUF,13.0,16.0,1.0,40.0,29.0,0,Johnny Grier,HF,win,2.0,under
2000_02_ATL_DEN,2000,REG,2,2000-09-10,ATL,DEN,14.0,42.0,4.5,47.0,56.0,0,Tony Corrente,HF,win,23.5,over
2000_02_CAR_SF,2000,REG,2,2000-09-10,CAR,SF,38.0,22.0,-3.0,48.0,60.0,1,Ed Hochuli,AF,win,13.0,over
2000_02_CHI_TB,2000,REG,2,2000-09-10,CHI,TB,0.0,41.0,7.0,36.5,41.0,1,Bernie Kukar,HF,win,34.0,over
2000_02_CLE_CIN,2000,REG,2,2000-09-10,CLE,CIN,24.0,7.0,6.0,40.5,31.0,1,Phil Luckett,HF,loss,-23.0,under
2000_02_DAL_ARI,2000,REG,2,2000-09-10,DAL,ARI,31.0,32.0,3.0,38.5,63.0,1,Ron Blum,HF,loss,-2.0,over
2000_02_GB_BUF,2000,REG,2,2000-09-10,GB,BUF,18.0,27.0,6.0,38.5,45.0,0,Walt Coleman,HF,win,3.0,over
2000_02_JAX_BAL,2000,REG,2,2000-09-10,JAX,BAL,36.0,39.0,3.0,36.5,75.0,1,Johnny Grier,HF,push,0.0,over
2000_02_KC_TEN,2000,REG,2,2000-09-10,KC,TEN,14.0,17.0,8.5,38.5,31.0,0,Mike Carey,HF,loss,-5.5,under
2000_02_MIA_MIN,2000,REG,2,2000-09-10,MIA,MIN,7.0,13.0,3.0,42.5,20.0,0,Gerry Austin,HF,win,3.0,under
2000_02_NE_NYJ,2000,REG,2,2000-09-11,NE,NYJ,19.0,20.0,6.5,39.5,39.0,1,Tom White,HF,loss,-5.5,under
2000_02_NO_SD,2000,REG,2,2000-09-10,NO,SD,28.0,27.0,5.5,35.5,55.0,0,Dick Hantak,HF,loss,-6.5,over
2000_02_NYG_PHI,2000,REG,2,2000-09-10,NYG,PHI,33.0,18.0,3.0,39.5,51.0,1,Ron Winter,HF,loss,-18.0,over
2000_02_OAK_IND,2000,REG,2,2000-09-10,OAK,IND,38.0,31.0,6.5,44.0,69.0,0,Bob McElwee,HF,loss,-13.5,over
2000_02_STL_SEA,2000,REG,2,2000-09-10,STL,SEA,37.0,34.0,-7.5,46.0,71.0,0,Larry Nemmers,AF,loss,-4.5,over
2000_02_WAS_DET,2000,REG,2,2000-09-10,WAS,DET,10.0,15.0,-5.5,43.0,25.0,0,Jeff Triplette,AF,loss,-10.5,under
2000_03_ATL_CAR,2000,REG,3,2000-09-17,ATL,CAR,15.0,10.0,6.0,48.5,25.0,1,Larry Nemmers,HF,loss,-11.0,under
2000_03_BAL_MIA,2000,REG,3,2000-09-17,BAL,MIA,6.0,19.0,-1.5,34.5,25.0,0,Jeff Triplette,AF,loss,-14.5,under
2000_03_BUF_NYJ,2000,REG,3,2000-09-17,BUF,NYJ,14.0,27.0,1.0,38.5,41.0,1,Ron Winter,HF,win,12.0,over
2000_03_CIN_JAX,2000,REG,3,2000-09-17,CIN,JAX,0.0,13.0,13.0,41.0,13.0,1,Ed Hochuli,HF,push,0.0,under
2000_03_DAL_WAS,2000,REG,3,2000-09-18,DAL,WAS,27.0,21.0,10.5,44.0,48.0,1,Bill Carollo,HF,loss,-16.5,over
2000_03_DEN_OAK,2000,REG,3,2000-09-17,DEN,OAK,33.0,24.0,3.0,44.0,57.0,1,Mike Carey,HF,loss,-12.0,over
2000_03_MIN_NE,2000,REG,3,2000-09-17,MIN,NE,21.0,13.0,1.5,42.5,34.0,0,Phil Luckett,HF,loss,-9.5,under
2000_03_NO_SEA,2000,REG,3,2000-09-17,NO,SEA,10.0,20.0,6.0,40.0,30.0,0,Walt Coleman,HF,win,4.0,under
2000_03_NYG_CHI,2000,REG,3,2000-09-17,NYG,CHI,14.0,7.0,2.0,42.0,21.0,0,Dick Hantak,HF,loss,-9.0,under
2000_03_PHI_GB,2000,REG,3,2000-09-17,PHI,GB,3.0,6.0,4.0,42.5,9.0,0,Tony Corrente,HF,loss,-1.0,under
2000_03_PIT_CLE,2000,REG,3,2000-09-17,PIT,CLE,20.0,23.0,-2.5,35.5,43.0,1,Bob McElwee,AF,loss,-5.5,over
2000_03_SD_KC,2000,REG,3,2000-09-17,SD,KC,10.0,42.0,4.5,35.5,52.0,1,Johnny Grier,HF,win,27.5,over
2000_03_SF_STL,2000,REG,3,2000-09-17,SF,STL,24.0,41.0,17.0,55.5,65.0,1,Bernie Kukar,HF,push,0.0,over
2000_03_TB_DET,2000,REG,3,2000-09-17,TB,DET,31.0,10.0,-3.0,34.5,41.0,1,Gerry Austin,AF,win,18.0,over
2000_04_CIN_BAL,2000,REG,4,2000-09-24,CIN,BAL,0.0,37.0,11.5,38.0,37.0,1,Bob McElwee,HF,win,25.5,under
2000_04_CLE_OAK,2000,REG,4,2000-09-24,CLE,OAK,10.0,36.0,10.5,40.5,46.0,0,Larry Nemmers,HF,win,15.5,over
2000_04_DET_CHI,2000,REG,4,2000-09-24,DET,CHI,21.0,14.0,1.0,37.5,35.0,1,Ron Blum,HF,loss,-8.0,under
2000_04_GB_ARI,2000,REG,4,2000-09-24,GB,ARI,29.0,3.0,1.0,42.0,32.0,0,Dick Hantak,HF,loss,-27.0,under
2000_04_JAX_IND,2000,REG,4,2000-09-25,JAX,IND,14.0,43.0,3.5,45.0,57.0,0,Mike Carey,HF,win,25.5,over
2000_04_KC_DEN,2000,REG,4,2000-09-24,KC,DEN,23.0,22.0,7.0,43.0,45.0,1,Tom White,HF,loss,-8.0,over
2000_04_NE_MIA,2000,REG,4,2000-09-24,NE,MIA,3.0,10.0,4.5,34.5,13.0,1,Ed Hochuli,HF,win,2.5,under
2000_04_NYJ_TB,2000,REG,4,2000-09-24,NYJ,TB,21.0,17.0,7.0,36.0,38.0,0,Phil Luckett,HF,loss,-11.0,over
2000_04_PHI_NO,2000,REG,4,2000-09-24,PHI,NO,21.0,7.0,1.5,38.0,28.0,0,Gerry Austin,HF,loss,-15.5,under
2000_04_SEA_SD,2000,REG,4,2000-09-24,SEA,SD,20.0,12.0,-2.5,36.0,32.0,1,Tony Corrente,AF,win,5.5,under
2000_04_SF_DAL,2000,REG,4,2000-09-24,SF,DAL,41.0,24.0,6.5,47.0,65.0,0,Jeff Triplette,HF,loss,-23.5,over
2000_04_STL_ATL,2000,REG,4,2000-09-24,STL,ATL,41.0,20.0,-6.5,55.0,61.0,1,Bill Carollo,AF,win,14.5,over
2000_04_TEN_PIT,2000,REG,4,2000-09-24,TEN,PIT,23.0,20.0,-7.0,36.0,43.0,1,Walt Coleman,AF,loss,-4.0,over
2000_04_WAS_NYG,2000,REG,4,2000-09-24,WAS,NYG,16.0,6.0,1.0,42.0,22.0,1,Bernie Kukar,HF,loss,-11.0,under
2000_05_ARI_SF,2000,REG,5,2000-10-01,ARI,SF,20.0,27.0,3.5,47.5,47.0,0,Mike Carey,HF,win,3.5,under
2000_05_ATL_PHI,2000,REG,5,2000-10-01,ATL,PHI,10.0,38.0,3.0,41.5,48.0,0,Phil Luckett,HF,win,25.0,over
2000_05_BAL_CLE,2000,REG,5,2000-10-01,BAL,CLE,12.0,0.0,-8.5,37.0,12.0,1,Dick Hantak,AF,win,3.5,under
2000_05_CHI_GB,2000,REG,5,2000-10-01,CHI,GB,27.0,24.0,5.5,41.0,51.0,1,Ron Winter,HF,loss,-8.5,over
2000_05_DAL_CAR,2000,REG,5,2000-10-01,DAL,CAR,16.0,13.0,6.5,47.5,29.0,0,Johnny Grier,HF,loss,-9.5,under
2000_05_IND_BUF,2000,REG,5,2000-10-01,IND,BUF,18.0,16.0,1.5,44.0,34.0,1,Gerry Austin,HF,loss,-3.5,under
2000_05_MIA_CIN,2000,REG,5,2000-10-01,MIA,CIN,31.0,16.0,-7.0,33.0,47.0,0,Tom White,AF,win,8.0,over
2000_05_MIN_DET,2000,REG,5,2000-10-01,MIN,DET,31.0,24.0,1.0,42.5,55.0,1,Bill Carollo,HF,loss,-8.0,over
2000_05_NE_DEN,2000,REG,5,2000-10-01,NE,DEN,28.0,19.0,8.5,41.0,47.0,0,Ron Blum,HF,loss,-17.5,over
2000_05_NYG_TEN,2000,REG,5,2000-10-01,NYG,TEN,14.0,28.0,5.0,38.0,42.0,0,Larry Nemmers,HF,win,9.0,over
2000_05_PIT_JAX,2000,REG,5,2000-10-01,PIT,JAX,24.0,13.0,11.0,38.5,37.0,1,Jeff Triplette,HF,loss,-22.0,under
2000_05_SD_STL,2000,REG,5,2000-10-01,SD,STL,31.0,57.0,17.0,53.5,88.0,0,Bob McElwee,HF,win,9.0,over
2000_05_SEA_KC,2000,REG,5,2000-10-02,SEA,KC,17.0,24.0,4.0,38.5,41.0,1,Ed Hochuli,HF,win,3.0,over
2000_05_TB_WAS,2000,REG,5,2000-10-01,TB,WAS,17.0,20.0,1.5,36.0,37.0,0,Walt Coleman,HF,win,1.5,over
2000_06_BAL_JAX,2000,REG,6,2000-10-08,BAL,JAX,15.0,10.0,2.5,37.5,25.0,1,Ron Winter,HF,loss,-7.5,under
2000_06_BUF_MIA,2000,REG,6,2000-10-08,BUF,MIA,13.0,22.0,2.0,34.5,35.0,1,Bernie Kukar,HF,win,7.0,over
2000_06_CLE_ARI,2000,REG,6,2000-10-08,CLE,ARI,21.0,29.0,4.5,40.5,50.0,0,Tom White,HF,win,3.5,over
2000_06_DEN_SD,2000,REG,6,2000-10-08,DEN,SD,21.0,7.0,-6.5,43.0,28.0,1,Ed Hochuli,AF,win,7.5,under
2000_06_GB_DET,2000,REG,6,2000-10-08,GB,DET,24.0,31.0,3.0,43.0,55.0,1,Larry Nemmers,HF,win,4.0,over
2000_06_IND_NE,2000,REG,6,2000-10-08,IND,NE,16.0,24.0,-3.5,43.5,40.0,1,Walt Coleman,AF,loss,-11.5,under
2000_06_NO_CHI,2000,REG,6,2000-10-08,NO,CHI,31.0,10.0,5.5,40.0,41.0,0,Bob McElwee,HF,loss,-26.5,over
2000_06_NYG_ATL,2000,REG,6,2000-10-08,NYG,ATL,13.0,6.0,1.0,42.0,19.0,0,Johnny Grier,HF,loss,-8.0,under
2000_06_OAK_SF,2000,REG,6,2000-10-08,OAK,SF,34.0,28.0,-4.5,48.5,62.0,0,Ron Blum,AF,win,1.5,over
2000_06_PIT_NYJ,2000,REG,6,2000-10-08,PIT,NYJ,20.0,3.0,8.0,37.5,23.0,0,Gerry Austin,HF,loss,-25.0,under
2000_06_SEA_CAR,2000,REG,6,2000-10-08,SEA,CAR,3.0,26.0,3.5,43.0,29.0,0,Phil Luckett,HF,win,19.5,under
2000_06_TB_MIN,2000,REG,6,2000-10-09,TB,MIN,23.0,30.0,1.0,39.0,53.0,1,Tony Corrente,HF,win,6.0,over
2000_06_TEN_CIN,2000,REG,6,2000-10-08,TEN,CIN,23.0,14.0,-10.0,38.0,37.0,1,Bill Carollo,AF,loss,-1.0,under
2000_06_WAS_PHI,2000,REG,6,2000-10-08,WAS,PHI,17.0,14.0,-3.5,37.5,31.0,1,Dick Hantak,AF,loss,-0.5,under
2000_07_ATL_STL,2000,REG,7,2000-10-15,ATL,STL,29.0,45.0,18.0,58.5,74.0,1,Jeff Triplette,HF,loss,-2.0,over
2000_07_BAL_WAS,2000,REG,7,2000-10-15,BAL,WAS,3.0,10.0,3.5,34.5,13.0,0,Tom White,HF,win,3.5,under
2000_07_CIN_PIT,2000,REG,7,2000-10-15,CIN,PIT,0.0,15.0,8.5,37.0,15.0,1,Phil Luckett,HF,win,6.5,under
2000_07_CLE_DEN,2000,REG,7,2000-10-15,CLE,DEN,10.0,44.0,12.5,44.0,54.0,0,Walt Coleman,HF,win,21.5,over
2000_07_DAL_NYG,2000,REG,7,2000-10-15,DAL,NYG,14.0,19.0,4.0,40.5,33.0,1,Ron Winter,HF,win,1.0,under
2000_07_IND_SEA,2000,REG,7,2000-10-15,IND,SEA,37.0,24.0,-5.5,44.0,61.0,0,Dick Hantak,AF,win,7.5,over
2000_07_JAX_TEN,2000,REG,7,2000-10-16,JAX,TEN,13.0,27.0,6.0,38.0,40.0,1,Bernie Kukar,HF,win,8.0,over
2000_07_MIN_CHI,2000,REG,7,2000-10-15,MIN,CHI,28.0,16.0,-6.0,44.0,44.0,1,Larry Nemmers,AF,win,6.0,push
2000_07_NYJ_NE,2000,REG,7,2000-10-15,NYJ,NE,34.0,17.0,3.0,37.0,51.0,1,Johnny Grier,HF,loss,-20.0,over
2000_07_OAK_KC,2000,REG,7,2000-10-15,OAK,KC,20.0,17.0,3.0,43.5,37.0,1,Tony Corrente,HF,loss,-6.0,under
2000_07_PHI_ARI,2000,REG,7,2000-10-15,PHI,ARI,33.0,14.0,-2.5,39.0,47.0,1,Ron Blum,AF,win,16.5,over
2000_07_SD_BUF,2000,REG,7,2000-10-15,SD,BUF,24.0,27.0,10.0,36.5,51.0,0,Bill Carollo,HF,loss,-7.0,over
2000_07_SF_GB,2000,REG,7,2000-10-15,SF,GB,28.0,31.0,4.5,49.5,59.0,0,Bob McElwee,HF,loss,-1.5,over
2000_08_ARI_DAL,2000,REG,8,2000-10-22,ARI,DAL,7.0,48.0,7.0,41.5,55.0,1,Bernie Kukar,HF,win,34.0,over
2000_08_BUF_MIN,2000,REG,8,2000-10-22,BUF,MIN,27.0,31.0,6.5,44.5,58.0,0,Ron Blum,HF,loss,-2.5,over
2000_08_CHI_PHI,2000,REG,8,2000-10-22,CHI,PHI,9.0,13.0,6.5,41.0,22.0,0,Johnny Grier,HF,loss,-2.5,under
2000_08_CLE_PIT,2000,REG,8,2000-10-22,CLE,PIT,0.0,22.0,9.0,37.5,22.0,1,Ed Hochuli,HF,win,13.0,under
2000_08_DEN_CIN,2000,REG,8,2000-10-22,DEN,CIN,21.0,31.0,-10.0,43.0,52.0,0,Jeff Triplette,AF,loss,-20.0,over
2000_08_DET_TB,2000,REG,8,2000-10-19,DET,TB,28.0,14.0,8.0,37.5,42.0,1,Tom White,HF,loss,-22.0,over
2000_08_MIA_NYJ,2000,REG,8,2000-10-23,MIA,NYJ,37.0,40.0,3.0,35.0,77.0,1,Walt Coleman,HF,push,0.0,over
2000_08_NE_IND,2000,REG,8,2000-10-22,NE,IND,23.0,30.0,8.5,47.0,53.0,1,Tony Corrente,HF,loss,-1.5,over
2000_08_NO_ATL,2000,REG,8,2000-10-22,NO,ATL,21.0,19.0,-1.5,40.0,40.0,1,Dick Hantak,AF,win,0.5,push
2000_08_SEA_OAK,2000,REG,8,2000-10-22,SEA,OAK,3.0,31.0,7.5,44.0,34.0,1,Bill Carollo,HF,win,20.5,under
2000_08_SF_CAR,2000,REG,8,2000-10-22,SF,CAR,16.0,34.0,3.0,50.0,50.0,1,Ron Winter,HF,win,15.0,push
2000_08_STL_KC,2000,REG,8,2000-10-22,STL,KC,34.0,54.0,-7.0,56.0,88.0,0,Mike Carey,AF,loss,-27.0,over
2000_08_TEN_BAL,2000,REG,8,2000-10-22,TEN,BAL,14.0,6.0,1.0,35.0,20.0,1,Gerry Austin,HF,loss,-9.0,under
2000_08_WAS_JAX,2000,REG,8,2000-10-22,WAS,JAX,35.0,16.0,-4.0,36.0,51.0,0,Bob McElwee,AF,win,15.0,over
2000_09_CAR_ATL,2000,REG,9,2000-10-29,CAR,ATL,12.0,13.0,-3.0,45.5,25.0,1,Tom White,AF,loss,-4.0,under
2000_09_CIN_CLE,2000,REG,9,2000-10-29,CIN,CLE,12.0,3.0,-3.0,35.5,15.0,1,Johnny Grier,AF,win,6.0,under
2000_09_DET_IND,2000,REG,9,2000-10-29,DET,IND,18.0,30.0,7.0,47.0,48.0,0,Mike Carey,HF,win,5.0,over
2000_09_GB_MIA,2000,REG,9,2000-10-29,GB,MIA,20.0,28.0,4.5,38.5,48.0,0,Gerry Austin,HF,win,3.5,over
2000_09_JAX_DAL,2000,REG,9,2000-10-29,JAX,DAL,23.0,17.0,4.0,44.5,40.0,0,Bill Carollo,HF,loss,-10.0,under
2000_09_KC_SEA,2000,REG,9,2000-10-29,KC,SEA,24.0,19.0,-4.0,43.0,43.0,1,Ron Blum,AF,win,1.0,push
2000_09_MIN_TB,2000,REG,9,2000-10-29,MIN,TB,13.0,41.0,3.0,41.0,54.0,1,Phil Luckett,HF,win,25.0,over
2000_09_NO_ARI,2000,REG,9,2000-10-29,NO,ARI,21.0,10.0,-6.0,41.0,31.0,0,Larry Nemmers,AF,win,5.0,under
2000_09_NYJ_BUF,2000,REG,9,2000-10-29,NYJ,BUF,20.0,23.0,3.5,41.0,43.0,1,Bob McElwee,HF,loss,-0.5,over
2000_09_OAK_SD,2000,REG,9,2000-10-29,OAK,SD,15.0,13.0,-6.5,42.5,28.0,1,Dick Hantak,AF,loss,-4.5,under
2000_09_PHI_NYG,2000,REG,9,2000-10-29,PHI,NYG,7.0,24.0,3.5,37.0,31.0,1,Jeff Triplette,HF,win,13.5,under
2000_09_PIT_BAL,2000,REG,9,2000-10-29,PIT,BAL,9.0,6.0,4.5,33.0,15.0,1,Bernie Kukar,HF,loss,-7.5,under
2000_09_STL_SF,2000,REG,9,2000-10-29,STL,SF,34.0,24.0,-7.0,63.0,58.0,1,Ed Hochuli,AF,win,3.0,under
2000_09_TEN_WAS,2000,REG,9,2000-10-30,TEN,WAS,27.0,21.0,4.0,37.5,48.0,0,Ron Winter,HF,loss,-10.0,over
2000_10_BAL_CIN,2000,REG,10,2000-11-05,BAL,CIN,27.0,7.0,-6.0,32.5,34.0,1,Walt Coleman,AF,win,14.0,over
2000_10_BUF_NE,2000,REG,10,2000-11-05,BUF,NE,16.0,13.0,2.0,39.0,29.0,1,Tom White,HF,loss,-5.0,under
2000_10_CAR_STL,2000,REG,10,2000-11-05,CAR,STL,27.0,24.0,13.5,59.5,51.0,1,Bob McElwee,HF,loss,-16.5,under
2000_10_DAL_PHI,2000,REG,10,2000-11-05,DAL,PHI,13.0,16.0,3.0,40.0,29.0,1,Mike Carey,HF,push,0.0,under
2000_10_DEN_NYJ,2000,REG,10,2000-11-05,DEN,NYJ,30.0,23.0,3.0,45.5,53.0,0,Gerry Austin,HF,loss,-10.0,over
2000_10_IND_CHI,2000,REG,10,2000-11-05,IND,CHI,24.0,27.0,-7.0,45.0,51.0,0,Ed Hochuli,AF,loss,-10.0,over
2000_10_KC_OAK,2000,REG,10,2000-11-05,KC,OAK,31.0,49.0,3.5,44.0,80.0,1,Ron Winter,HF,win,14.5,over
2000_10_MIA_DET,2000,REG,10,2000-11-05,MIA,DET,23.0,8.0,2.5,39.0,31.0,0,Jeff Triplette,HF,loss,-17.5,under
2000_10_MIN_GB,2000,REG,10,2000-11-06,MIN,GB,20.0,26.0,-3.5,47.5,46.0,1,Dick Hantak,AF,loss,-9.5,under
2000_10_NYG_CLE,2000,REG,10,2000-11-05,NYG,CLE,24.0,3.0,-10.0,33.5,27.0,0,Tony Corrente,AF,win,11.0,under
2000_10_PIT_TEN,2000,REG,10,2000-11-05,PIT,TEN,7.0,9.0,8.0,36.5,16.0,1,Ron Blum,HF,loss,-6.0,under
2000_10_SD_SEA,2000,REG,10,2000-11-05,SD,SEA,15.0,17.0,4.5,39.5,32.0,1,Larry Nemmers,HF,loss,-2.5,under
2000_10_SF_NO,2000,REG,10,2000-11-05,SF,NO,15.0,31.0,5.5,48.0,46.0,1,Phil Luckett,HF,win,10.5,under
2000_10_TB_ATL,2000,REG,10,2000-11-05,TB,ATL,27.0,14.0,-7.0,40.0,41.0,0,Bernie Kukar,AF,win,6.0,over
2000_10_WAS_ARI,2000,REG,10,2000-11-05,WAS,ARI,15.0,16.0,-10.0,40.0,31.0,1,Bill Carollo,AF,loss,-11.0,under
2000_11_ARI_MIN,2000,REG,11,2000-11-12,ARI,MIN,14.0,31.0,12.5,46.0,45.0,0,Bob McElwee,HF,win,4.5,under
2000_11_ATL_DET,2000,REG,11,2000-11-12,ATL,DET,10.0,13.0,8.5,40.0,23.0,0,Walt Coleman,HF,loss,-5.5,under
2000_11_BAL_TEN,2000,REG,11,2000-11-12,BAL,TEN,24.0,23.0,4.0,33.0,47.0,1,Mike Carey,HF,loss,-5.0,over
2000_11_CHI_BUF,2000,REG,11,2000-11-12,CHI,BUF,3.0,20.0,7.0,39.5,23.0,0,Ron Winter,HF,win,10.0,under
2000_11_CIN_DAL,2000,REG,11,2000-11-12,CIN,DAL,6.0,23.0,8.5,39.0,29.0,0,Ed Hochuli,HF,win,8.5,under
2000_11_GB_TB,2000,REG,11,2000-11-12,GB,TB,15.0,20.0,9.0,42.0,35.0,1,Jeff Triplette,HF,loss,-4.0,under
2000_11_KC_SF,2000,REG,11,2000-11-12,KC,SF,7.0,21.0,-3.5,52.0,28.0,0,Johnny Grier,AF,loss,-17.5,under
2000_11_MIA_SD,2000,REG,11,2000-11-12,MIA,SD,17.0,7.0,-5.0,33.5,24.0,0,Tony Corrente,AF,win,5.0,under
2000_11_NE_CLE,2000,REG,11,2000-11-12,NE,CLE,11.0,19.0,-7.0,32.0,30.0,0,Gerry Austin,AF,loss,-15.0,under
2000_11_NO_CAR,2000,REG,11,2000-11-12,NO,CAR,20.0,10.0,-2.0,37.5,30.0,1,Ron Blum,AF,win,8.0,under
2000_11_NYJ_IND,2000,REG,11,2000-11-12,NYJ,IND,15.0,23.0,6.0,52.5,38.0,1,Bill Carollo,HF,win,2.0,under
2000_11_OAK_DEN,2000,REG,11,2000-11-13,OAK,DEN,24.0,27.0,3.0,50.0,51.0,1,Larry Nemmers,HF,push,0.0,over
2000_11_PHI_PIT,2000,REG,11,2000-11-12,PHI,PIT,26.0,23.0,3.5,33.0,49.0,0,Dick Hantak,HF,loss,-6.5,over
2000_11_SEA_JAX,2000,REG,11,2000-11-12,SEA,JAX,28.0,21.0,7.5,40.5,49.0,0,Tom White,HF,loss,-14.5,over
2000_11_STL_NYG,2000,REG,11,2000-11-12,STL,NYG,38.0,24.0,-2.0,48.5,62.0,0,Bernie Kukar,AF,win,12.0,over
2000_12_ARI_PHI,2000,REG,12,2000-11-19,ARI,PHI,9.0,34.0,7.0,38.0,43.0,1,Phil Luckett,HF,win,18.0,over
2000_12_ATL_SF,2000,REG,12,2000-11-19,ATL,SF,6.0,16.0,5.5,47.5,22.0,1,Mike Carey,HF,win,4.5,under
2000_12_BUF_KC,2000,REG,12,2000-11-19,BUF,KC,21.0,17.0,3.0,42.0,38.0,0,Dick Hantak,HF,loss,-7.0,under
2000_12_CAR_MIN,2000,REG,12,2000-11-19,CAR,MIN,17.0,31.0,9.5,46.5,48.0,0,Walt Coleman,HF,win,4.5,over
2000_12_CIN_NE,2000,REG,12,2000-11-19,CIN,NE,13.0,16.0,7.0,36.0,29.0,0,Bernie Kukar,HF,loss,-4.0,under
2000_12_CLE_TEN,2000,REG,12,2000-11-19,CLE,TEN,10.0,24.0,16.0,35.5,34.0,1,Larry Nemmers,HF,loss,-2.0,under
2000_12_DAL_BAL,2000,REG,12,2000-11-19,DAL,BAL,0.0,27.0,7.0,36.0,27.0,0,Jeff Triplette,HF,win,20.0,under
2000_12_DET_NYG,2000,REG,12,2000-11-19,DET,NYG,31.0,21.0,5.0,36.5,52.0,0,Bill Carollo,HF,loss,-15.0,over
2000_12_IND_GB,2000,REG,12,2000-11-19,IND,GB,24.0,26.0,-6.0,46.0,50.0,0,Tom White,AF,loss,-8.0,over
2000_12_JAX_PIT,2000,REG,12,2000-11-19,JAX,PIT,34.0,24.0,3.0,37.0,58.0,1,Gerry Austin,HF,loss,-13.0,over
2000_12_NYJ_MIA,2000,REG,12,2000-11-19,NYJ,MIA,20.0,3.0,3.5,38.5,23.0,1,Ron Winter,HF,loss,-20.5,under
2000_12_OAK_NO,2000,REG,12,2000-11-19,OAK,NO,31.0,22.0,-3.0,43.0,53.0,0,Tony Corrente,AF,win,6.0,over
2000_12_SD_DEN,2000,REG,12,2000-11-19,SD,DEN,37.0,38.0,9.5,42.5,75.0,1,Johnny Grier,HF,loss,-8.5,over
2000_12_TB_CHI,2000,REG,12,2000-11-19,TB,CHI,10.0,13.0,-8.0,36.0,23.0,1,Bob McElwee,AF,loss,-11.0,under
2000_12_WAS_STL,2000,REG,12,2000-11-20,WAS,STL,33.0,20.0,5.5,56.0,53.0,0,Ron Blum,HF,loss,-18.5,under
2000_13_ATL_OAK,2000,REG,13,2000-11-26,ATL,OAK,14.0,41.0,11.0,44.0,55.0,0,Jeff Triplette,HF,win,16.0,over
2000_13_BUF_TB,2000,REG,13,2000-11-26,BUF,TB,17.0,31.0,4.0,37.0,48.0,0,Ed Hochuli,HF,win,10.0,over
2000_13_CHI_NYJ,2000,REG,13,2000-11-26,CHI,NYJ,10.0,17.0,7.0,39.5,27.0,0,Mike Carey,HF,push,0.0,under
2000_13_CLE_BAL,2000,REG,13,2000-11-26,CLE,BAL,7.0,44.0,15.0,34.0,51.0,1,Bob McElwee,HF,win,22.0,over
2000_13_DEN_SEA,2000,REG,13,2000-11-26,DEN,SEA,38.0,31.0,-3.0,45.5,69.0,1,Bill Carollo,AF,win,4.0,over
2000_13_KC_SD,2000,REG,13,2000-11-26,KC,SD,16.0,17.0,-3.0,41.0,33.0,1,Bernie Kukar,AF,loss,-4.0,under
2000_13_MIA_IND,2000,REG,13,2000-11-26,MIA,IND,17.0,14.0,5.5,44.5,31.0,1,Bill Blum,HF,loss,-8.5,under
2000_13_MIN_DAL,2000,REG,13,2000-11-23,MIN,DAL,27.0,15.0,-7.0,48.0,42.0,0,Tony Corrente,AF,win,5.0,under
2000_13_NE_DET,2000,REG,13,2000-11-23,NE,DET,9.0,34.0,6.5,38.0,43.0,0,Ron Winter,HF,win,18.5,over
