matchup_key,season,week,away_team,home_team,away_tla,home_tla,game,has_initial,initial_classification,initial_classification_label,initial_recommendation,initial_tier_score,initial_total_score,initial_confidence,has_update,update_classification,update_classification_label,update_recommendation,update_tier_score,update_total_score,update_confidence,has_lock,lock_classification,lock_classification_label,lock_recommendation,lock_tier_score,lock_total_score,lock_confidence,away_score,home_score,final_margin,final_total
NFC@AFC,2025,SB,NFC,AFC,NFC,AFC,NFC @ AFC,False,,,,,,,False,,,,,,,False,,,,,,,66,52,14,118
