matchup,season_type,model_version,classification,signal_classification,data_quality_status,unsafe_sources,degraded_sources,data_quality_warnings,data_quality_critical_warnings,total_score,confidence,pick_market,pick_side,pick_basis,recommendation_trace_summary,sharp_spread_diff,sharp_total_diff,ref_ats_pct,ref_ou_pct,weather_score,injury_score,injury_edge,injury_net_impact,injury_description,situational_score,situational_factors,statistical_score,statistical_edge,game_theory_score,market_dynamics,schedule_score,schedule_factors
Houston Texans @ Pittsburgh Steelers,POST,2026.1,⚠️ PASS,🎯 TARGETED PLAY,DEGRADED,,rotowire,rotowire: missing file path,,7.3,7.3,none,,,spread AWAY 0/4 | total NEUTRAL 0/4 | final none ,0,0,42.6,40.7,1,-2.0,EDGE,0,Found 1 high-impact injuries,-1,Late season - motivation concerns,3,Strong statistical edge to Houston Texans (5.0 pts),0,Extreme public sentiment (0% on one side),0,Neutral schedule situation (standard rest)
San Francisco 49ers @ Philadelphia Eagles,POST,2026.1,⚠️ PASS,📊 LEAN,DEGRADED,,rotowire,rotowire: missing file path,,6.1,6.1,none,,,spread NEUTRAL 0/4 | total UNDER 2/4 | final none ,0,0,65.4,34.6,0,0.0,NO EDGE,0,Found 0 high-impact injuries,-1,Late season - motivation concerns,2,Strong statistical edge to San Francisco 49ers (2.7 pts),0,Extreme public sentiment (0% on one side),0,Neutral schedule situation (standard rest)
Green Bay Packers @ Chicago Bears,POST,2026.1,⚠️ PASS,⚠️ LANDMINE,DEGRADED,,rotowire,rotowire: missing file path,,4.9,4.9,none,,,spread NA NA/NA | total NA NA/NA | final none ,0,0,45.1,47.1,1,0.0,NO EDGE,0,Found 0 high-impact injuries,-1,Late season - motivation concerns,3,Strong statistical edge to Green Bay Packers (4.6 pts),0,Extreme public sentiment (0% on one side),0,Neutral schedule situation (standard rest)
Los Angeles Rams @ Carolina Panthers,POST,2026.1,⚠️ PASS,⚠️ LANDMINE,DEGRADED,,rotowire,rotowire: missing file path,,4.4,4.4,none,,,spread NA NA/NA | total NA NA/NA | final none ,0,0,52.3,51.1,0,0.0,NO EDGE,0,Found 0 high-impact injuries,-1,Late season - motivation concerns,3,Strong statistical edge to Los Angeles Rams (5.0 pts),0,Extreme public sentiment (0% on one side),0,Neutral schedule situation (standard rest)
Buffalo Bills @ Jacksonville Jaguars,POST,2026.1,⚠️ PASS,⚠️ LANDMINE,DEGRADED,,rotowire,rotowire: missing file path,,0.8,0.8,none,,,spread NA NA/NA | total NA NA/NA | final none ,0,0,48.8,57.8,0,0.0,NO EDGE,0,Found 0 high-impact injuries,-1,Late season - motivation concerns,1,Statistical edge to Buffalo Bills (1.7 pts),0,Extreme public sentiment (0% on one side),0,Neutral schedule situation (standard rest)
Los Angeles Chargers @ New England Patriots,POST,2026.1,❌ FADE,❌ FADE,DEGRADED,,rotowire,rotowire: missing file path,,-5.0,5.0,none,,,spread NA NA/NA | total NA NA/NA | final none ,0,0,50.0,38.2,0,0.0,NO EDGE,0,Found 0 high-impact injuries,-1,Late season - motivation concerns,-3,Strong statistical edge to New England Patriots (5.0 pts),0,Extreme public sentiment (0% on one side),0,Neutral schedule situation (standard rest)
