matchup,classification,total_score,confidence,sharp_spread_diff,sharp_total_diff,ref_ats_pct,ref_ou_pct,weather_score,injury_score,injury_edge,injury_net_impact,injury_description,situational_score,situational_factors,statistical_score,statistical_edge,game_theory_score,market_dynamics,schedule_score,schedule_factors
Seattle Seahawks @ New England Patriots,⚠️ LANDMINE,1.4,1.4,-1.0,-9.0,50.0,71.4,0,0,NO EDGE,0,Found 0 high-impact injuries,-1,Late season - motivation concerns,0,No significant statistical edge,1,High contrarian value (fade the public),0,"Week SB not found. Available: ['W1', 'W2', 'W3', 'W4', 'W5']..."
